indice,date_partido,local,visita,prediccion,correcto,multiplicador
francia,21/09/2016,Angers,Caen,-,0,1.43
francia,21/09/2016,Guingamp,Lorient,-,0,1.18
francia,21/09/2016,Guingamp,Lorient,-,0,1.21
francia,21/09/2016,Rennes,Marseille,-,0,1.36
francia,21/09/2016,Rennes,Marseille,-,0,1.15
francia,21/09/2016,Nice,Monaco,Monaco,0,1.26
francia,21/09/2016,Nice,Monaco,Monaco,0,1.38
francia,21/09/2016,Lyon,Montpellier,-,0,1.13
francia,21/09/2016,Lyon,Montpellier,-,0,1.18
francia,21/09/2016,Bastia,Nancy,-,0,1.32
francia,21/09/2016,Bastia,Nancy,-,0,1.28
francia,21/09/2016,Nantes,St Etienne,-,0,1.35
francia,21/09/2016,Nantes,St Etienne,-,0,1.1
francia,23/09/2016,Toulouse,Paris SG,Paris SG,0,1.19
francia,23/09/2016,Toulouse,Paris SG,Paris SG,0,1.5
francia,24/09/2016,Monaco,Angers,-,0,1.41
francia,24/09/2016,Monaco,Angers,-,0,1.25
francia,24/09/2016,Bordeaux,Caen,-,0,1.01
francia,24/09/2016,Bordeaux,Caen,-,0,1.09
francia,24/09/2016,Bastia,Guingamp,-,0,1.26
francia,24/09/2016,Bastia,Guingamp,-,0,1.4
francia,24/09/2016,Lorient,Lyon,-,0,1.12
francia,24/09/2016,Lorient,Lyon,-,0,1.38
francia,24/09/2016,Montpellier,Metz,-,0,1.04
francia,24/09/2016,Montpellier,Metz,-,0,1.43
francia,24/09/2016,Dijon,Rennes,-,0,1.36
francia,24/09/2016,Dijon,Rennes,-,0,1.2
francia,25/09/2016,St Etienne,Lille,-,0,1.25
francia,25/09/2016,St Etienne,Lille,-,0,1.26
francia,25/09/2016,Marseille,Nantes,-,0,1.11
francia,25/09/2016,Marseille,Nantes,-,0,1.47
francia,25/09/2016,Nancy,Nice,-,0,1.27
francia,25/09/2016,Nancy,Nice,-,0,1.14
francia,30/09/2016,Rennes,Guingamp,-,0,1.46
francia,30/09/2016,Rennes,Guingamp,-,0,1.34
francia,01/10/2016,Nantes,Bastia,-,0,1.22
francia,01/10/2016,Nantes,Bastia,-,0,1.47
francia,01/10/2016,Paris SG,Bordeaux,-,0,1.01
francia,01/10/2016,Paris SG,Bordeaux,-,0,1.25
francia,01/10/2016,Metz,Monaco,Monaco,1,1.13
francia,01/10/2016,Metz,Monaco,Monaco,1,1.36
francia,01/10/2016,Dijon,Montpellier,-,0,1.24
francia,01/10/2016,Dijon,Montpellier,-,0,1.48
francia,01/10/2016,Lille,Nancy,-,0,1.5
francia,01/10/2016,Lille,Nancy,-,0,1.31
francia,01/10/2016,Caen,Toulouse,-,0,1.09
francia,01/10/2016,Caen,Toulouse,-,0,1.46
francia,02/10/2016,Nice,Lorient,-,0,1.03
francia,02/10/2016,Nice,Lorient,-,0,1.31
francia,02/10/2016,Angers,Marseille,-,0,1.13
francia,02/10/2016,Angers,Marseille,-,0,1.45
francia,02/10/2016,Lyon,St Etienne,-,0,1.15
francia,02/10/2016,Lyon,St Etienne,-,0,1.01
francia,14/10/2016,Nice,Lyon,-,0,1.04
francia,14/10/2016,Nice,Lyon,-,0,1.37
francia,14/10/2016,Toulouse,Monaco,Monaco,0,1.34
francia,14/10/2016,Toulouse,Monaco,Monaco,0,1.06
francia,15/10/2016,Bastia,Angers,-,0,1.47
francia,15/10/2016,Bastia,Angers,-,0,1.43
francia,15/10/2016,Montpellier,Caen,-,0,1.15
francia,15/10/2016,Montpellier,Caen,-,0,1.22
francia,15/10/2016,Guingamp,Lille,-,0,1.48
francia,15/10/2016,Guingamp,Lille,-,0,1.35
francia,15/10/2016,Lorient,Nantes,-,0,1.29
francia,15/10/2016,Lorient,Nantes,-,0,1
francia,15/10/2016,Nancy,Paris SG,Paris SG,1,1.05
francia,15/10/2016,Nancy,Paris SG,Paris SG,1,1.22
francia,16/10/2016,Rennes,Bordeaux,-,0,1
francia,16/10/2016,Rennes,Bordeaux,-,0,1.31
francia,16/10/2016,St Etienne,Dijon,-,0,1.29
francia,16/10/2016,St Etienne,Dijon,-,0,1.37
francia,16/10/2016,Marseille,Metz,-,0,1.13
francia,16/10/2016,Marseille,Metz,-,0,1.41
francia,21/10/2016,Monaco,Montpellier,-,0,1.13
francia,21/10/2016,Monaco,Montpellier,-,0,1
francia,22/10/2016,Lille,Bastia,-,0,1.13
francia,22/10/2016,Lille,Bastia,-,0,1.34
francia,22/10/2016,Lyon,Guingamp,-,0,1.42
francia,22/10/2016,Lyon,Guingamp,-,0,1.4
francia,22/10/2016,Dijon,Lorient,-,0,1.44
francia,22/10/2016,Dijon,Lorient,-,0,1.32
francia,22/10/2016,Bordeaux,Nancy,-,0,1.27
francia,22/10/2016,Bordeaux,Nancy,-,0,1.27
francia,22/10/2016,Nantes,Rennes,-,0,1.25
francia,22/10/2016,Nantes,Rennes,-,0,1.22
francia,22/10/2016,Angers,Toulouse,-,0,1.49
francia,22/10/2016,Angers,Toulouse,-,0,1.15
francia,23/10/2016,Paris SG,Marseille,-,0,1.48
francia,23/10/2016,Paris SG,Marseille,-,0,1.46
francia,23/10/2016,Metz,Nice,-,0,1.21
francia,23/10/2016,Metz,Nice,-,0,1.32
francia,23/10/2016,Caen,St Etienne,-,0,1.02
francia,23/10/2016,Caen,St Etienne,-,0,1.12
francia,28/10/2016,Lille,Paris SG,Paris SG,1,1.06
francia,28/10/2016,Lille,Paris SG,Paris SG,1,1.09
francia,29/10/2016,Guingamp,Angers,-,0,1.13
francia,29/10/2016,Guingamp,Angers,-,0,1.33
francia,29/10/2016,Nancy,Caen,-,0,1.41
francia,29/10/2016,Nancy,Caen,-,0,1.16
francia,29/10/2016,Bastia,Dijon,-,0,1.26
francia,29/10/2016,Bastia,Dijon,-,0,1.15
francia,29/10/2016,Toulouse,Lyon,-,0,1.38
francia,29/10/2016,Toulouse,Lyon,-,0,1.42
francia,29/10/2016,St Etienne,Monaco,Monaco,0,1.17
francia,29/10/2016,St Etienne,Monaco,Monaco,0,1.01
francia,29/10/2016,Lorient,Montpellier,-,0,1.37
francia,29/10/2016,Lorient,Montpellier,-,0,1.2
francia,30/10/2016,Marseille,Bordeaux,-,0,1.07
francia,30/10/2016,Marseille,Bordeaux,-,0,1.01
francia,30/10/2016,Rennes,Metz,-,0,1.13
francia,30/10/2016,Rennes,Metz,-,0,1.33
francia,30/10/2016,Nice,Nantes,-,0,1.07
francia,30/10/2016,Nice,Nantes,-,0,1.13
francia,04/11/2016,Montpellier,Marseille,-,0,1.14
francia,04/11/2016,Montpellier,Marseille,-,0,1.01
francia,05/11/2016,Lyon,Bastia,-,0,1.39
francia,05/11/2016,Lyon,Bastia,-,0,1.45
francia,05/11/2016,Dijon,Guingamp,-,0,1.08
francia,05/11/2016,Dijon,Guingamp,-,0,1.25
francia,05/11/2016,Angers,Lille,-,0,1.2
francia,05/11/2016,Angers,Lille,-,0,1.49
francia,05/11/2016,Bordeaux,Lorient,-,0,1.17
francia,05/11/2016,Bordeaux,Lorient,-,0,1.24
francia,05/11/2016,Monaco,Nancy,-,0,1.41
francia,05/11/2016,Monaco,Nancy,-,0,1.37
francia,05/11/2016,Nantes,Toulouse,-,0,1.24
francia,05/11/2016,Nantes,Toulouse,-,0,1.36
francia,06/11/2016,Caen,Nice,-,0,1.38
francia,06/11/2016,Caen,Nice,-,0,1.26
francia,06/11/2016,Paris SG,Rennes,-,0,1.13
francia,06/11/2016,Paris SG,Rennes,-,0,1.18
francia,06/11/2016,Metz,St Etienne,-,0,1.4
francia,06/11/2016,Metz,St Etienne,-,0,1.33
francia,18/11/2016,Lille,Lyon,-,0,1.46
francia,18/11/2016,Lille,Lyon,-,0,1.13
francia,18/11/2016,Lorient,Monaco,Monaco,1,1.3
francia,18/11/2016,Lorient,Monaco,Monaco,1,1.42
francia,19/11/2016,Rennes,Angers,-,0,1.13
francia,19/11/2016,Rennes,Angers,-,0,1.22
francia,19/11/2016,Nancy,Dijon,-,0,1.15
francia,19/11/2016,Nancy,Dijon,-,0,1.13
francia,19/11/2016,Toulouse,Metz,-,0,1.26
francia,19/11/2016,Toulouse,Metz,-,0,1.41
francia,19/11/2016,Bastia,Montpellier,-,0,1.37
francia,19/11/2016,Bastia,Montpellier,-,0,1.05
francia,19/11/2016,Paris SG,Nantes,-,0,1.05
francia,19/11/2016,Paris SG,Nantes,-,0,1.11
francia,20/11/2016,Guingamp,Bordeaux,-,0,1.17
francia,20/11/2016,Guingamp,Bordeaux,-,0,1.3
francia,20/11/2016,Marseille,Caen,-,0,1.1
francia,20/11/2016,Marseille,Caen,-,0,1.25
francia,20/11/2016,St Etienne,Nice,-,0,1.11
francia,20/11/2016,St Etienne,Nice,-,0,1.46
francia,25/11/2016,Rennes,Toulouse,-,0,1.22
francia,25/11/2016,Rennes,Toulouse,-,0,1.21
francia,26/11/2016,Bordeaux,Dijon,-,0,1.12
francia,26/11/2016,Bordeaux,Dijon,-,0,1.44
francia,26/11/2016,Caen,Guingamp,-,0,1.13
francia,26/11/2016,Caen,Guingamp,-,0,1.36
francia,26/11/2016,Nantes,Lille,-,0,1.16
francia,26/11/2016,Nantes,Lille,-,0,1.15
francia,26/11/2016,Metz,Lorient,-,0,1.43
francia,26/11/2016,Metz,Lorient,-,0,1.08
francia,26/11/2016,Monaco,Marseille,-,0,1.14
francia,26/11/2016,Monaco,Marseille,-,0,1
francia,26/11/2016,Montpellier,Nancy,-,0,1.27
francia,26/11/2016,Montpellier,Nancy,-,0,1.14
francia,27/11/2016,Nice,Bastia,-,0,1.31
francia,27/11/2016,Nice,Bastia,-,0,1.44
francia,27/11/2016,Lyon,Paris SG,Paris SG,1,1.29
francia,27/11/2016,Lyon,Paris SG,Paris SG,1,1.33
francia,27/11/2016,Angers,St Etienne,-,0,1.42
francia,27/11/2016,Angers,St Etienne,-,0,1.3
francia,29/11/2016,Lille,Caen,-,0,1.46
francia,29/11/2016,Lille,Caen,-,0,1.06
francia,29/11/2016,Dijon,Monaco,Monaco,0,1.41
francia,29/11/2016,Dijon,Monaco,Monaco,1,1.44
francia,29/11/2016,Lorient,Rennes,-,0,1.18
francia,29/11/2016,Lorient,Rennes,-,0,1.03
francia,30/11/2016,Paris SG,Angers,-,0,1.11
francia,30/11/2016,Paris SG,Angers,-,0,1.49
francia,30/11/2016,Bastia,Bordeaux,-,0,1.19
francia,30/11/2016,Bastia,Bordeaux,-,0,1.05
francia,30/11/2016,Nantes,Lyon,-,0,1.19
francia,30/11/2016,Nantes,Lyon,-,0,1.04
francia,30/11/2016,St Etienne,Marseille,-,0,1.36
francia,30/11/2016,St Etienne,Marseille,-,0,1.5
francia,30/11/2016,Nancy,Metz,-,0,1.14
francia,30/11/2016,Nancy,Metz,-,0,1.07
francia,30/11/2016,Toulouse,Montpellier,-,0,1.41
francia,30/11/2016,Toulouse,Montpellier,-,0,1.09
francia,30/11/2016,Guingamp,Nice,-,0,1.11
francia,30/11/2016,Guingamp,Nice,-,0,1.27
francia,02/12/2016,Caen,Dijon,-,0,1.01
francia,02/12/2016,Caen,Dijon,-,0,1.15
francia,03/12/2016,Monaco,Bastia,-,0,1.01
francia,03/12/2016,Monaco,Bastia,-,0,1.13
francia,03/12/2016,Bordeaux,Lille,-,0,1.15
francia,03/12/2016,Bordeaux,Lille,-,0,1.18
francia,03/12/2016,Angers,Lorient,-,0,1.22
francia,03/12/2016,Angers,Lorient,-,0,1.49
francia,03/12/2016,Guingamp,Nantes,-,0,1.09
francia,03/12/2016,Guingamp,Nantes,-,0,1.05
francia,03/12/2016,Montpellier,Paris SG,Paris SG,0,1.27
francia,03/12/2016,Montpellier,Paris SG,Paris SG,0,1.09
francia,04/12/2016,Marseille,Nancy,-,0,1.13
francia,04/12/2016,Marseille,Nancy,-,0,1.13
francia,04/12/2016,Rennes,St Etienne,-,0,1.22
francia,04/12/2016,Rennes,St Etienne,-,0,1.41
francia,04/12/2016,Nice,Toulouse,-,0,1.36
francia,04/12/2016,Nice,Toulouse,-,0,1.38
francia,10/12/2016,Nancy,Angers,-,0,1.22
francia,10/12/2016,Nancy,Angers,-,0,1.18
francia,10/12/2016,Toulouse,Lorient,-,0,1.01
francia,10/12/2016,Toulouse,Lorient,-,0,1.44
francia,10/12/2016,Dijon,Marseille,-,0,1.49
francia,10/12/2016,Dijon,Marseille,-,0,1.32
francia,10/12/2016,Bastia,Metz,-,0,1.08
francia,10/12/2016,Bastia,Metz,-,0,1.38
francia,10/12/2016,Bordeaux,Monaco,Monaco,1,1.05
francia,10/12/2016,Bordeaux,Monaco,Monaco,1,1.36
francia,10/12/2016,Lille,Montpellier,-,0,1.03
francia,10/12/2016,Lille,Montpellier,-,0,1.4
francia,11/12/2016,St Etienne,Guingamp,-,0,1.24
francia,11/12/2016,St Etienne,Guingamp,-,0,1.12
francia,11/12/2016,Paris SG,Nice,-,0,1.14
francia,11/12/2016,Paris SG,Nice,-,0,1.4
francia,11/12/2016,Lyon,Rennes,-,0,1.35
francia,11/12/2016,Lyon,Rennes,-,0,1.31
francia,16/12/2016,Angers,Nantes,-,0,1.45
francia,16/12/2016,Angers,Nantes,-,0,1.27
francia,17/12/2016,Rennes,Bastia,-,0,1.35
francia,17/12/2016,Rennes,Bastia,-,0,1.4
francia,17/12/2016,Montpellier,Bordeaux,-,0,1.36
francia,17/12/2016,Montpellier,Bordeaux,-,0,1.37
francia,17/12/2016,Toulouse,Nancy,-,0,1.24
francia,17/12/2016,Toulouse,Nancy,-,0,1.03
francia,17/12/2016,Guingamp,Paris SG,Paris SG,0,1.16
francia,17/12/2016,Guingamp,Paris SG,Paris SG,0,1.02
francia,17/12/2016,Lorient,St Etienne,-,0,1.15
francia,17/12/2016,Lorient,St Etienne,-,0,1.32
francia,18/12/2016,Nice,Dijon,-,0,1.39
francia,18/12/2016,Nice,Dijon,-,0,1.18
francia,18/12/2016,Marseille,Lille,-,0,1.17
francia,18/12/2016,Marseille,Lille,-,0,1.06
francia,18/12/2016,Monaco,Lyon,-,0,1.04
francia,18/12/2016,Monaco,Lyon,-,0,1.23
francia,18/12/2016,Caen,Metz,-,0,1.09
francia,18/12/2016,Caen,Metz,-,0,1.47
francia,21/12/2016,Lyon,Angers,-,0,1.49
francia,21/12/2016,Lyon,Angers,-,0,1.27
francia,21/12/2016,Monaco,Caen,-,0,1.09
francia,21/12/2016,Monaco,Caen,-,0,1.06
francia,21/12/2016,Metz,Guingamp,-,0,1.26
francia,21/12/2016,Metz,Guingamp,-,0,1.12
francia,21/12/2016,Paris SG,Lorient,-,0,1.44
francia,21/12/2016,Paris SG,Lorient,-,0,1.47
francia,21/12/2016,Bastia,Marseille,-,0,1.03
francia,21/12/2016,Bastia,Marseille,-,0,1.11
francia,21/12/2016,Nantes,Montpellier,-,0,1.18
francia,21/12/2016,Nantes,Montpellier,-,0,1.33
francia,21/12/2016,St Etienne,Nancy,-,0,1
francia,21/12/2016,St Etienne,Nancy,-,0,1.39
francia,21/12/2016,Bordeaux,Nice,-,0,1.44
francia,21/12/2016,Bordeaux,Nice,-,0,1.29
francia,21/12/2016,Lille,Rennes,-,0,1.17
francia,21/12/2016,Lille,Rennes,-,0,1.37
francia,21/12/2016,Dijon,Toulouse,-,0,1.35
francia,21/12/2016,Dijon,Toulouse,-,0,1.32
francia,13/01/2017,Lille,St Etienne,-,0,1.29
francia,13/01/2017,Lille,St Etienne,-,0,1.11
francia,14/01/2017,Nancy,Bastia,-,0,1.32
francia,14/01/2017,Nancy,Bastia,-,0,1.02
francia,14/01/2017,Angers,Bordeaux,-,0,1.19
francia,14/01/2017,Angers,Bordeaux,-,0,1.03
francia,14/01/2017,Montpellier,Dijon,-,0,1.12
francia,14/01/2017,Montpellier,Dijon,-,0,1.11
francia,14/01/2017,Lorient,Guingamp,-,0,1.09
francia,14/01/2017,Lorient,Guingamp,-,0,1.46
francia,14/01/2017,Toulouse,Nantes,-,0,1.05
francia,14/01/2017,Toulouse,Nantes,-,0,1.19
francia,14/01/2017,Rennes,Paris SG,Paris SG,1,1.14
francia,14/01/2017,Rennes,Paris SG,Paris SG,1,1.02
francia,15/01/2017,Caen,Lyon,-,0,1.22
francia,15/01/2017,Caen,Lyon,-,0,1.41
francia,15/01/2017,Nice,Metz,-,0,1.23
francia,15/01/2017,Nice,Metz,-,0,1.05
francia,15/01/2017,Marseille,Monaco,Monaco,1,1.17
francia,15/01/2017,Marseille,Monaco,Monaco,1,1.25
francia,18/01/2017,Nantes,Caen,-,0,1.34
francia,18/01/2017,Nantes,Caen,-,0,1.27
francia,20/01/2017,Bastia,Nice,-,0,1.44
francia,20/01/2017,Bastia,Nice,-,0,1.26
francia,21/01/2017,Dijon,Lille,-,0,1.24
francia,21/01/2017,Dijon,Lille,-,0,1.46
francia,21/01/2017,Metz,Montpellier,-,0,1.04
francia,21/01/2017,Metz,Montpellier,-,0,1.15
francia,21/01/2017,Nantes,Paris SG,Paris SG,1,1.2
francia,21/01/2017,Nantes,Paris SG,Paris SG,1,1.42
francia,21/01/2017,Guingamp,Rennes,-,0,1.36
francia,21/01/2017,Guingamp,Rennes,-,0,1.35
francia,21/01/2017,Bordeaux,Toulouse,-,0,1.43
francia,21/01/2017,Bordeaux,Toulouse,-,0,1.24
francia,22/01/2017,St Etienne,Angers,-,0,1.16
francia,22/01/2017,St Etienne,Angers,-,0,1.4
francia,22/01/2017,Monaco,Lorient,-,0,1.09
francia,22/01/2017,Monaco,Lorient,-,0,1.22
francia,22/01/2017,Lyon,Marseille,-,0,1.08
francia,22/01/2017,Lyon,Marseille,-,0,1.37
francia,27/01/2017,Marseille,Montpellier,-,0,1.05
francia,27/01/2017,Marseille,Montpellier,-,0,1.28
francia,28/01/2017,Nancy,Bordeaux,-,0,1.24
francia,28/01/2017,Nancy,Bordeaux,-,0,1.12
francia,28/01/2017,Bastia,Caen,-,0,1.48
francia,28/01/2017,Bastia,Caen,-,0,1.15
francia,28/01/2017,Lorient,Dijon,-,0,1.23
francia,28/01/2017,Lorient,Dijon,-,0,1.2
francia,28/01/2017,Lyon,Lille,-,0,1.14
francia,28/01/2017,Lyon,Lille,-,0,1.11
francia,28/01/2017,Angers,Metz,-,0,1.18
francia,28/01/2017,Angers,Metz,-,0,1.49
francia,28/01/2017,Rennes,Nantes,-,0,1.32
francia,28/01/2017,Rennes,Nantes,-,0,1.05
francia,29/01/2017,Nice,Guingamp,-,0,1.18
francia,29/01/2017,Nice,Guingamp,-,0,1.18
francia,29/01/2017,Paris SG,Monaco,Monaco,0,1.48
francia,29/01/2017,Paris SG,Monaco,Monaco,0,1.2
francia,29/01/2017,Toulouse,St Etienne,-,0,1.09
francia,29/01/2017,Toulouse,St Etienne,-,0,1.3
francia,03/02/2017,Metz,Marseille,-,0,1.09
francia,03/02/2017,Metz,Marseille,-,0,1.06
francia,04/02/2017,Montpellier,Bastia,-,0,1.28
francia,04/02/2017,Montpellier,Bastia,-,0,1.09
francia,04/02/2017,Guingamp,Caen,-,0,1.22
francia,04/02/2017,Guingamp,Caen,-,0,1.27
francia,04/02/2017,Lille,Lorient,-,0,1.48
francia,04/02/2017,Lille,Lorient,-,0,1.33
francia,04/02/2017,Monaco,Nice,-,0,1.46
francia,04/02/2017,Monaco,Nice,-,0,1.13
francia,04/02/2017,Dijon,Paris SG,Paris SG,1,1.33
francia,04/02/2017,Dijon,Paris SG,Paris SG,1,1.42
francia,04/02/2017,Bordeaux,Rennes,-,0,1.08
francia,04/02/2017,Bordeaux,Rennes,-,0,1.3
francia,05/02/2017,Toulouse,Angers,-,0,1.42
francia,05/02/2017,Toulouse,Angers,-,0,1.11
francia,05/02/2017,St Etienne,Lyon,-,0,1.47
francia,05/02/2017,St Etienne,Lyon,-,0,1.16
francia,05/02/2017,Nantes,Nancy,-,0,1.13
francia,05/02/2017,Nantes,Nancy,-,0,1.38
francia,07/02/2017,Caen,Bordeaux,-,0,1.46
francia,07/02/2017,Caen,Bordeaux,-,0,1.46
francia,07/02/2017,Paris SG,Lille,-,0,1.2
francia,07/02/2017,Paris SG,Lille,-,0,1.44
francia,07/02/2017,Montpellier,Monaco,Monaco,1,1.46
francia,07/02/2017,Montpellier,Monaco,Monaco,1,1.2
francia,08/02/2017,Metz,Dijon,-,0,1.05
francia,08/02/2017,Metz,Dijon,-,0,1.14
francia,08/02/2017,Marseille,Guingamp,-,0,1.5
francia,08/02/2017,Marseille,Guingamp,-,0,1.1
francia,08/02/2017,Lyon,Nancy,-,0,1.44
francia,08/02/2017,Lyon,Nancy,-,0,1.07
francia,08/02/2017,Angers,Rennes,-,0,1.31
francia,08/02/2017,Angers,Rennes,-,0,1.2
francia,08/02/2017,Nice,St Etienne,-,0,1.11
francia,08/02/2017,Nice,St Etienne,-,0,1.3
francia,08/02/2017,Lorient,Toulouse,-,0,1.28
francia,08/02/2017,Lorient,Toulouse,-,0,1.09
francia,10/02/2017,Bordeaux,Paris SG,Paris SG,1,1.49
francia,10/02/2017,Bordeaux,Paris SG,Paris SG,1,1.45
francia,11/02/2017,Lille,Angers,-,0,1.45
francia,11/02/2017,Lille,Angers,-,0,1
francia,11/02/2017,Toulouse,Bastia,-,0,1.42
francia,11/02/2017,Toulouse,Bastia,-,0,1.5
francia,11/02/2017,Dijon,Caen,-,0,1.31
francia,11/02/2017,Dijon,Caen,-,0,1.42
francia,11/02/2017,Guingamp,Lyon,-,0,1.22
francia,11/02/2017,Guingamp,Lyon,-,0,1.01
francia,11/02/2017,Monaco,Metz,-,0,1.17
francia,11/02/2017,Monaco,Metz,-,0,1.33
francia,11/02/2017,Nancy,Montpellier,-,0,1.02
francia,11/02/2017,Nancy,Montpellier,-,0,1.49
francia,12/02/2017,St Etienne,Lorient,-,0,1.04
francia,12/02/2017,St Etienne,Lorient,-,0,1.36
francia,12/02/2017,Nantes,Marseille,-,0,1.29
francia,12/02/2017,Nantes,Marseille,-,0,1.36
francia,12/02/2017,Rennes,Nice,-,0,1.19
francia,12/02/2017,Rennes,Nice,-,0,1.34
francia,17/02/2017,Bastia,Monaco,Monaco,0,1.25
francia,17/02/2017,Bastia,Monaco,Monaco,0,1.41
francia,18/02/2017,Caen,Lille,-,0,1.47
francia,18/02/2017,Caen,Lille,-,0,1.04
francia,18/02/2017,Angers,Nancy,-,0,1.37
francia,18/02/2017,Angers,Nancy,-,0,1.27
francia,18/02/2017,Metz,Nantes,-,0,1.2
francia,18/02/2017,Metz,Nantes,-,0,1.5
francia,18/02/2017,Lorient,Nice,-,0,1.2
francia,18/02/2017,Lorient,Nice,-,0,1.46
francia,18/02/2017,Marseille,Rennes,-,0,1.41
francia,18/02/2017,Marseille,Rennes,-,0,1.25
francia,19/02/2017,Lyon,Dijon,-,0,1.37
francia,19/02/2017,Lyon,Dijon,-,0,1.02
francia,19/02/2017,Bordeaux,Guingamp,-,0,1.44
francia,19/02/2017,Bordeaux,Guingamp,-,0,1.42
francia,19/02/2017,Montpellier,St Etienne,-,0,1.13
francia,19/02/2017,Montpellier,St Etienne,-,0,1.45
francia,19/02/2017,Paris SG,Toulouse,-,0,1.02
francia,19/02/2017,Paris SG,Toulouse,-,0,1.36
francia,21/02/2017,Caen,Nancy,-,0,1.1
francia,21/02/2017,Caen,Nancy,-,0,1.17
francia,24/02/2017,Nantes,Dijon,-,0,1.48
francia,24/02/2017,Nantes,Dijon,-,0,1.48
francia,24/02/2017,Nice,Montpellier,-,0,1.08
francia,24/02/2017,Nice,Montpellier,-,0,1.35
francia,25/02/2017,Angers,Bastia,-,0,1.3
francia,25/02/2017,Angers,Bastia,-,0,1.34
francia,25/02/2017,Lille,Bordeaux,-,0,1.48
francia,25/02/2017,Lille,Bordeaux,-,0,1.27
francia,25/02/2017,Rennes,Lorient,-,0,1.08
francia,25/02/2017,Rennes,Lorient,-,0,1.28
francia,25/02/2017,Guingamp,Monaco,Monaco,1,1.44
francia,25/02/2017,Guingamp,Monaco,Monaco,1,1.39
francia,25/02/2017,Nancy,Toulouse,-,0,1.05
francia,25/02/2017,Nancy,Toulouse,-,0,1.19
francia,26/02/2017,St Etienne,Caen,-,0,1.01
francia,26/02/2017,St Etienne,Caen,-,0,1.08
francia,26/02/2017,Lyon,Metz,-,0,1.39
francia,26/02/2017,Lyon,Metz,-,0,1.06
francia,26/02/2017,Marseille,Paris SG,Paris SG,1,1.11
francia,26/02/2017,Marseille,Paris SG,Paris SG,1,1.11
francia,01/03/2017,Bastia,Nantes,-,0,1.24
francia,01/03/2017,Bastia,Nantes,-,0,1.35
francia,03/03/2017,Bordeaux,Lyon,-,0,1.27
francia,03/03/2017,Bordeaux,Lyon,-,0,1.19
francia,04/03/2017,Caen,Angers,-,0,1.18
francia,04/03/2017,Caen,Angers,-,0,1.19
francia,04/03/2017,Montpellier,Guingamp,-,0,1.11
francia,04/03/2017,Montpellier,Guingamp,-,0,1.43
francia,04/03/2017,Paris SG,Nancy,-,0,1.38
francia,04/03/2017,Paris SG,Nancy,-,0,1.22
francia,04/03/2017,Dijon,Nice,-,0,1.19
francia,04/03/2017,Dijon,Nice,-,0,1.24
francia,04/03/2017,Metz,Rennes,-,0,1.42
francia,04/03/2017,Metz,Rennes,-,0,1.28
francia,04/03/2017,Bastia,St Etienne,-,0,1.15
francia,04/03/2017,Bastia,St Etienne,-,0,1.03
francia,05/03/2017,Toulouse,Lille,-,0,1.13
francia,05/03/2017,Toulouse,Lille,-,0,1.33
francia,05/03/2017,Lorient,Marseille,-,0,1.15
francia,05/03/2017,Lorient,Marseille,-,0,1.1
francia,05/03/2017,Monaco,Nantes,-,0,1.13
francia,05/03/2017,Monaco,Nantes,-,0,1.22
francia,10/03/2017,Marseille,Angers,-,0,1.02
francia,10/03/2017,Marseille,Angers,-,0,1.37
francia,10/03/2017,Nice,Caen,-,0,1.35
francia,10/03/2017,Nice,Caen,-,0,1.34
francia,11/03/2017,Guingamp,Bastia,-,0,1.16
francia,11/03/2017,Guingamp,Bastia,-,0,1.17
francia,11/03/2017,Monaco,Bordeaux,-,0,1.47
francia,11/03/2017,Monaco,Bordeaux,-,0,1.31
francia,11/03/2017,Rennes,Dijon,-,0,1.16
francia,11/03/2017,Rennes,Dijon,-,0,1.45
francia,11/03/2017,Nancy,Lille,-,0,1.12
francia,11/03/2017,Nancy,Lille,-,0,1.31
francia,11/03/2017,Montpellier,Nantes,-,0,1.27
francia,11/03/2017,Montpellier,Nantes,-,0,1.38
francia,12/03/2017,St Etienne,Metz,-,0,1.15
francia,12/03/2017,St Etienne,Metz,-,0,1.11
francia,12/03/2017,Lorient,Paris SG,Paris SG,1,1.44
francia,12/03/2017,Lorient,Paris SG,Paris SG,1,1.41
francia,12/03/2017,Lyon,Toulouse,-,0,1.39
francia,12/03/2017,Lyon,Toulouse,-,0,1.13
francia,17/03/2017,Metz,Bastia,-,0,1.13
francia,17/03/2017,Metz,Bastia,-,0,1.05
francia,17/03/2017,Lille,Marseille,-,0,1.37
francia,17/03/2017,Lille,Marseille,-,0,1.2
francia,18/03/2017,Angers,Guingamp,-,0,1.45
francia,18/03/2017,Angers,Guingamp,-,0,1.11
francia,18/03/2017,Nancy,Lorient,-,0,1.07
francia,18/03/2017,Nancy,Lorient,-,0,1.26
francia,18/03/2017,Bordeaux,Montpellier,-,0,1.33
francia,18/03/2017,Bordeaux,Montpellier,-,0,1.28
francia,18/03/2017,Nantes,Nice,-,0,1.02
francia,18/03/2017,Nantes,Nice,-,0,1.28
francia,18/03/2017,Toulouse,Rennes,-,0,1.13
francia,18/03/2017,Toulouse,Rennes,-,0,1.1
francia,19/03/2017,Paris SG,Lyon,-,0,1.22
francia,19/03/2017,Paris SG,Lyon,-,0,1.15
francia,19/03/2017,Caen,Monaco,Monaco,1,1.4
francia,19/03/2017,Caen,Monaco,Monaco,1,1.36
