id,name,id,name,correct,incorrect,FS,SS,TS
406,"Sebastian Fanselow",39,"Ante Pavic",0,0,-1.3636363629999995,1.196969697,2.8499999999999996
460,"Vasek Pospisil",39,"Ante Pavic",1,0,0.3809523810000002,2.595238095000001,3.5999999999999996
99,"Denis Kudla",39,"Ante Pavic",1,0,0.5882352950000005,1.0686274509999993,4.800000000000002
229,"Juan Ignacio Londero",39,"Ante Pavic",0,0,1.576923076,2.6733333330000004,2.5999999999999996
78,"Cristian Rodriguez",39,"Ante Pavic",0,0,-0.4166666670000012,1.4166666670000012,2.933333333
92,"Darian King",39,"Ante Pavic",0,0,-0.9473684220000003,0.043859648999999834,3.044444445
9,"Alejandro Gonzalez",39,"Ante Pavic",0,0,0.05555555499999798,1.999999999,0.7666666669999991
90,"Danilo Petrovic",39,"Ante Pavic",0,0,0.05882352999999796,1.3627450979999995,2.266666667000001
435,"Teymuraz Gabashvili",39,"Ante Pavic",0,0,0.6666666669999994,-0.5416666670000012,-1.9000000000000004
12,"Alessandro Bega",40,"Antoine Escoffier",0,0,-2.1349206350000003,-0.9126984130000011,-3.4999999999999982
99,"Denis Kudla",40,"Antoine Escoffier",1,0,0.23109243799999923,-1.1218487390000007,1.200000000000001
329,"N Sriram Balaji",40,"Antoine Escoffier",0,1,0.80952381,-0.9126984119999992,-2.333333332999999
309,"Maximo Gonzalez",40,"Antoine Escoffier",0,1,-1.8571428569999995,-1.2321428569999995,-1.9999999999999982
3,"Adrian Bodmer",40,"Antoine Escoffier",0,0,-0.10714285699999948,-0.8571428569999995,-5.999999999999998
138,"Felipe Mantilla",41,"Antonio Ruiz Rosales",1,0,5.133333333,1.6666666670000012,0.40000000000000036
69,"Cheong Eui Kim",42,"Arata Onozawa",1,0,-6.4,3,4
327,"Mohamed Safwat",43,"Arjun Kadhe",1,0,-0.480769231,-1.538461538,-1.3000000000000007
172,"Guillermo Olaso",44,"Arnau Dachs",1,0,3.736842104999999,2.1578947369999995,1.4285714289999998
17,"Alex Bolt",45,"Arthur De Greef",0,0,1.7904761910000015,0.7472527459999991,0.6666666669999994
465,"Vincent Millot",45,"Arthur De Greef",0,0,1.1333333340000014,-0.9142857149999983,-2.5
233,"Jurgen Zopp",45,"Arthur De Greef",0,0,-0.1380952370000017,-0.0714285720000003,4.25
229,"Juan Ignacio Londero",45,"Arthur De Greef",0,0,2.51025641,2.125714285000001,3
352,"Pedja Krstin",45,"Arthur De Greef",0,0,1.2111111109999992,-0.6031746039999994,3.25
245,"Kimmer Coppejans",45,"Arthur De Greef",0,0,0.34242424299999996,1.3766233760000013,3.25
136,"Federico Gaio",45,"Arthur De Greef",0,0,1.2376811599999993,0.590062111,1.714285713999999
303,"Maxime Chazal",45,"Arthur De Greef",0,1,0.7333333339999992,-0.714285714999999,4
166,"Gregoire Barrere",45,"Arthur De Greef",0,0,2.3708333340000003,2.160714284999999,4.428571428999998
29,"Andrea Arnaboldi",45,"Arthur De Greef",0,0,0.8280701760000007,-1.1353383470000011,2.2857142859999993
205,"Jeremy Jahn",46,"Aslan Karatsev",0,0,-0.8666666670000005,-2.8333333329999997,3
365,"Pol Toledo Bague",46,"Aslan Karatsev",0,0,0.13333333400000136,-1.2500000000000009,-1
289,"Marton Fucsovics",47,"Attila Balazs",1,0,2.0476190489999997,2.785714286000001,2
31,"Andrea Collarini",47,"Attila Balazs",0,0,-1.7916666659999976,-0.125,2.1428571429999987
281,"Mario Vilella Martinez",47,"Attila Balazs",0,0,0.25,1.0454545450000001,1.8000000000000007
264,"Luke Bambridge",48,"Austin Krajicek",0,1,-3.299999999999999,0.10000000000000142,0
380,"Roberto Cid",48,"Austin Krajicek",0,1,0.26842105300000085,1.8222222220000006,0.5454545450000001
321,"Mikhail Kukushkin",48,"Austin Krajicek",1,0,1.6500000000000004,2.3500000000000005,2
223,"Jose Hernandez",48,"Austin Krajicek",0,0,0.3583333330000009,0.14347826100000027,1.3333333340000006
229,"Juan Ignacio Londero",48,"Austin Krajicek",0,0,1.4769230760000003,1.9399999999999995,1
135,"Federico Coria",49,"Axel Michon",0,0,2.75,5,4
143,"Flavio Cipolla",50,"Benjamin Lock",0,1,-0.41666666699999944,1.0833333329999988,3.6666666669999994
258,"Lucas Gomez",50,"Benjamin Lock",0,1,-0.9642857140000007,0.964285713999999,-2
147,"Franco Agamenone",50,"Benjamin Lock",0,0,-0.480769231,2.173076923,0.6666666659999976
260,"Luis David Martinez",50,"Benjamin Lock",0,1,1.4166666670000012,3.472222221999999,0.25
144,"Florian Mayer",51,"Benjamin Mitchell",1,0,-0.6666666659999976,0.25,-4.666666667000001
97,"Dayne Kelly",51,"Benjamin Mitchell",1,0,-1.5238095229999988,-1.0714285720000003,-2.666666667000001
214,"John Millman",52,"Bernard Tomic",1,0,4.833333332999999,1.7083333329999988,-1.6666666670000012
371,"Ramkumar Ramanathan",53,"Bjorn Fratangelo",0,0,1.5714285710000002,0.5,-2
70,"Christian Garin",53,"Bjorn Fratangelo",0,1,1.5714285710000002,0.9828571430000004,-3.8888888890000004
321,"Mikhail Kukushkin",53,"Bjorn Fratangelo",0,0,3.3214285709999984,2.3928571429999987,-3
161,"Gleb Sakharov",54,"Blaz Kavcic",0,0,1.75,-0.25,-2.1666666659999994
458,"Uladzimir Ignatik",54,"Blaz Kavcic",0,0,2.972222222000001,-1.5833333330000006,-0.3000000000000007
