SET,playerA,playerB,Surface,Type,A_points,B_Points
6739,223,225,Clay,2,5,7
7135,163,225,Hard,2,6,3
7918,384,225,Hard,2,7,6
8530,223,225,Hard,2,6,4
9307,162,225,Hard,2,3,6
9973,162,225,Hard,2,6,3
685,387,226,Clay,2,6,4
850,287,226,Clay,2,6,2
4078,14,226,Clay,2,2,6
4402,66,226,Clay,2,7,6
5647,419,226,Clay,2,6,4
7453,208,226,Clay,2,7,5
9613,459,226,Clay,2,5,7
4189,229,227,Clay,2,6,3
313,442,228,Clay,2,6,4
4096,14,228,Clay,2,6,4
4567,229,228,Clay,2,6,4
10861,490,228,Clay,2,6,3
235,14,229,Clay,2,6,4
4501,66,229,Clay,2,6,4
5923,354,229,Clay,2,7,5
6307,64,229,Clay,2,7,5
7276,181,229,Clay,2,6,3
9604,387,229,Clay,2,6,4
1804,353,230,Hard,2,6,3
5296,40,230,Hard,2,6,4
8437,228,230,Clay,2,7,5
10171,84,230,Clay,2,6,0
9397,190,231,Hard,2,6,4
856,35,232,Clay,2,6,3
5686,274,232,Clay,2,7,6
859,102,233,Clay,2,6,2
1015,198,233,Hard,2,6,2
5026,433,233,Hard,2,6,4
5959,375,233,Hard,2,6,3
7450,355,233,Clay,2,6,2
1996,103,234,Hard,2,3,6
3088,197,234,Hard,2,4,6
3793,219,234,Hard,2,6,0
8242,193,234,Hard,2,7,6
9433,458,234,Hard,2,6,3
9934,266,234,Hard,2,6,3
10621,7,234,Hard,2,6,2
2752,77,235,Hard,2,6,2
5113,177,235,Hard,2,7,5
5401,17,235,Hard,2,6,4
6043,375,235,Hard,2,6,4
6871,299,235,Hard,2,6,2
7594,366,235,Clay,2,6,3
8836,266,235,Hard,2,6,4
10075,207,235,Clay,2,6,2
550,422,236,Hard,2,7,6
3211,219,236,Hard,2,6,2
8701,286,237,Clay,2,6,4
3145,147,238,Hard,2,6,0
1888,103,239,Hard,2,3,6
2311,154,240,Hard,2,6,7
2947,280,240,Hard,2,6,0
784,151,241,Clay,2,1,6
2089,343,241,Hard,2,6,3
5272,368,241,Hard,2,6,3
6037,102,241,Hard,2,7,6
9028,63,241,Clay,2,6,2
9775,83,241,Clay,2,7,6
1093,155,242,Hard,2,6,3
1453,285,242,Hard,2,6,2
3907,415,242,Hard,2,7,6
502,375,243,Hard,2,6,4
2854,58,243,Hard,2,7,6
3631,352,243,Hard,2,6,4
7057,59,243,Hard,2,6,3
7948,380,243,Hard,2,6,2
8479,4,243,Hard,2,6,0
862,113,244,Clay,2,3,6
2677,289,244,Hard,2,6,3
3436,360,244,Hard,2,6,2
5869,85,244,Clay,2,7,5
9586,248,244,Clay,2,6,2
2251,199,245,Hard,2,6,2
2863,271,245,Hard,2,6,1
3220,122,245,Hard,2,6,4
5617,422,245,Clay,2,2,6
6532,287,245,Clay,2,6,0
7813,222,245,Clay,2,3,6
8329,166,245,Clay,2,6,3
9697,32,245,Clay,2,4,6
10843,136,245,Clay,2,6,4
2821,449,246,Hard,2,7,6
3817,219,246,Hard,2,6,1
4315,177,246,Hard,2,6,2
4111,352,248,Clay,2,7,6
5698,125,248,Clay,2,4,6
9580,1,248,Clay,2,6,7
2155,449,249,Hard,2,6,7
5536,358,250,Hard,2,7,5
5275,172,251,Hard,2,6,2
6016,424,251,Hard,2,7,6
6865,433,251,Hard,2,6,4
7198,456,251,Clay,2,7,6
325,4,252,Hard,2,6,3
409,63,252,Hard,2,6,1
2023,375,252,Hard,2,6,1
3985,282,252,Hard,2,6,1
4801,201,252,Hard,2,6,4
7750,142,252,Clay,2,6,1
10252,453,252,Clay,2,4,6
5569,141,253,Hard,2,6,1
7102,211,253,Hard,2,7,6
8026,8,253,Hard,2,7,5
8197,172,253,Hard,2,6,3
10639,193,253,Hard,2,6,1
1180,465,254,Hard,2,6,1
712,226,255,Clay,2,6,2
5251,251,255,Hard,2,7,6
6169,274,255,Clay,2,7,5
8326,157,255,Clay,2,6,2
10240,355,255,Clay,2,6,0
10756,157,255,Clay,2,7,6
3265,43,256,Hard,2,6,2
3916,430,256,Hard,2,6,4
4375,178,256,Hard,2,6,2
5353,166,256,Hard,2,6,1
6118,455,256,Hard,2,6,4
280,398,257,Hard,2,6,3
3346,306,257,Hard,2,6,3
3472,233,257,Hard,2,7,6
3541,140,257,Hard,2,6,0
7738,157,257,Clay,2,6,2
8173,262,257,Hard,2,7,6
10768,251,257,Clay,2,2,6
5857,163,258,Clay,2,7,6
6409,229,258,Clay,2,6,4
6703,132,258,Clay,2,6,4
7090,136,258,Hard,2,6,4
8017,380,258,Hard,2,6,3
8575,260,258,Hard,2,7,6
8203,80,259,Hard,2,6,3
5911,380,260,Clay,2,4,6
6403,359,260,Clay,2,6,2
8560,66,260,Hard,2,2,6
532,266,261,Hard,2,6,4
3676,9,261,Hard,2,6,2
6721,272,261,Clay,2,6,2
7054,141,261,Hard,2,7,6
7942,39,261,Hard,2,6,3
115,387,262,Hard,2,6,4
547,125,262,Hard,2,6,4
4939,425,262,Hard,2,6,2
6031,7,262,Hard,2,6,3
5695,168,263,Clay,2,6,4
7429,83,263,Clay,2,6,2
7765,374,263,Clay,2,6,3
10234,432,263,Clay,2,3,6
1951,201,264,Hard,2,7,6
4045,280,264,Hard,2,7,6
4855,197,264,Hard,2,3,6
6784,163,264,Clay,2,6,3
1345,199,265,Hard,2,6,4
1609,462,265,Hard,2,6,3
2236,37,265,Hard,2,7,6
2926,97,265,Hard,2,6,4
3874,487,265,Hard,2,6,3
5434,488,265,Hard,2,7,6
1312,458,266,Hard,2,6,4
2374,239,266,Hard,2,6,4
3046,198,266,Hard,2,7,6
9916,141,266,Hard,2,6,3
1582,289,267,Hard,2,5,1
3331,447,267,Hard,2,6,2
4588,17,267,Hard,2,6,4
7495,226,267,Clay,2,7,6
3685,22,268,Hard,2,6,4
6730,439,268,Clay,2,6,3
7003,352,268,Hard,2,6,1
7945,92,268,Hard,2,7,6
8551,39,268,Hard,2,6,3
5707,275,269,Clay,2,6,2
6268,45,269,Clay,2,4,0
10189,205,269,Clay,2,7,5
2776,12,270,Hard,2,6,0
3553,476,270,Hard,2,3,6
2206,199,271,Hard,2,7,6
2845,58,271,Hard,2,3,6
5677,428,271,Clay,2,6,1
517,375,272,Hard,2,6,1
1903,436,272,Hard,2,6,4
3070,57,272,Hard,2,6,3
3682,406,272,Hard,2,5,7
6679,223,272,Clay,2,7,6
7960,225,272,Hard,2,4,6
10279,208,272,Clay,2,6,2
3550,251,273,Hard,2,7,6
5905,244,273,Clay,2,6,3
6424,260,273,Clay,2,6,4
6796,225,273,Clay,2,6,3
736,233,274,Clay,2,6,2
5614,168,274,Clay,2,6,3
6133,346,274,Clay,2,5,7
6508,340,274,Clay,2,7,5
1009,29,275,Hard,2,6,4
5620,287,275,Clay,2,6,2
6241,83,275,Clay,2,6,3
9661,419,275,Clay,2,7,6
5956,77,276,Hard,2,6,1
2449,57,277,Hard,2,2,6
3076,201,277,Hard,2,4,6
3976,460,277,Hard,2,7,6
8857,162,277,Hard,2,6,3
9337,199,277,Hard,2,6,2
9919,460,277,Hard,2,6,2
7984,163,278,Hard,2,6,3
10372,131,279,Clay,2,6,2
1240,59,280,Hard,2,7,5
2338,25,280,Hard,2,6,4
2866,22,280,Hard,2,6,3
3673,70,280,Hard,2,6,4
4033,71,280,Hard,2,6,4
5740,245,281,Clay,2,6,3
6136,379,281,Clay,2,3,6
8257,383,281,Hard,2,6,4
10390,257,281,Clay,2,6,4
3949,92,282,Hard,2,7,5
5719,428,283,Clay,2,4,6
6553,153,284,Clay,2,7,5
8410,291,284,Clay,2,6,3
4123,226,286,Clay,2,6,4
4528,211,286,Clay,2,2,6
7369,149,286,Clay,2,6,3
8152,356,286,Clay,2,6,1
10807,452,286,Clay,2,6,4
2551,455,287,Hard,2,6,4
5611,422,287,Clay,2,6,0
6496,83,287,Clay,2,4,1
5125,55,288,Hard,2,7,6
5425,199,288,Hard,2,6,1
1528,33,289,Hard,2,6,4
1075,487,290,Hard,2,7,6
1507,152,290,Hard,2,6,4
1186,445,291,Hard,2,1,6
2074,375,291,Hard,2,6,4
2584,368,291,Hard,2,6,4
3334,77,291,Hard,2,1,6
4144,35,291,Clay,2,7,5
4474,70,291,Clay,2,4,6
5563,99,291,Hard,2,2,6
7579,490,291,Clay,2,7,6
7747,294,291,Clay,2,2,6
8335,31,291,Clay,2,1,6
9139,153,291,Clay,2,6,3
4162,66,292,Clay,2,6,4
7696,329,293,Clay,2,4,6
211,241,294,Hard,2,4,6
2608,275,294,Hard,2,6,1
4303,447,294,Hard,2,6,2
5728,275,294,Clay,2,7,5
8305,45,294,Clay,2,6,4
9652,459,294,Clay,2,6,2
1408,122,295,Hard,2,7,6
6178,281,295,Clay,2,6,2
7768,257,295,Clay,2,6,7
7807,257,295,Clay,2,3,6
8179,257,295,Hard,2,6,2
9643,14,295,Clay,2,6,4
10801,257,295,Clay,2,6,1
178,375,296,Hard,2,6,3
4975,322,297,Hard,2,6,1
6832,198,297,Hard,2,7,6
9298,489,297,Hard,2,6,1
3121,197,298,Hard,2,6,4
382,375,299,Hard,2,6,2
451,412,299,Hard,2,6,1
559,368,299,Hard,2,6,1
706,232,299,Clay,2,6,1
2395,239,299,Hard,2,6,4
5212,94,299,Hard,2,6,2
5962,276,299,Hard,2,6,2
6838,486,299,Hard,2,6,4
5929,137,300,Clay,2,6,4
4213,380,301,Clay,2,6,1
5878,163,301,Clay,2,6,2
6454,273,301,Clay,2,6,2
6757,223,301,Clay,2,6,2
8035,138,301,Hard,2,7,5
8578,127,301,Hard,2,6,1
1258,126,302,Hard,2,6,7
2875,199,302,Hard,2,6,2
4642,199,302,Hard,2,7,6
5446,17,302,Hard,2,6,3
8881,482,302,Hard,2,6,1
9328,111,302,Hard,2,6,2
9982,460,302,Hard,2,6,1
6535,83,303,Clay,2,7,6
6565,245,303,Clay,2,6,1
7585,142,303,Clay,2,6,3
2629,94,304,Hard,2,7,5
5329,230,304,Hard,2,6,3
6124,94,305,Hard,2,6,3
1597,33,306,Hard,2,6,3
10570,193,307,Hard,2,6,4
4177,66,308,Clay,2,6,2
1990,225,309,Hard,2,7,6
2476,184,309,Hard,2,2,6
3058,141,309,Hard,2,6,2
7834,245,309,Clay,2,7,6
8977,168,309,Clay,2,6,2
2326,234,310,Hard,2,6,4
349,446,311,Hard,2,6,3
1876,92,311,Hard,2,6,2
4942,53,311,Hard,2,6,4
7303,181,311,Clay,2,6,3
8671,181,311,Clay,2,7,5
5602,450,312,Hard,2,6,2
8767,210,313,Clay,2,6,3
2488,197,314,Hard,2,6,3
133,434,315,Hard,2,7,6
1201,9,315,Hard,2,7,6
3808,447,315,Hard,2,6,4
4393,416,315,Hard,2,2,6
4813,59,315,Hard,2,6,2
4540,176,316,Clay,2,6,4
3559,140,317,Hard,2,6,4
6091,251,317,Hard,2,6,2
10204,269,318,Clay,2,6,4
5176,473,319,Hard,2,6,4
10510,329,319,Clay,2,7,6
9562,417,320,Hard,2,6,4
2041,161,322,Hard,2,6,1
4021,174,322,Hard,2,2,0
10162,183,323,Clay,2,6,2
4138,70,324,Clay,2,7,6
10405,340,324,Clay,2,6,1
10825,411,324,Clay,2,7,5
2554,27,325,Hard,2,3,6
4030,420,325,Hard,2,6,4
403,53,326,Hard,2,7,6
610,99,326,Clay,2,7,5
1882,57,326,Hard,2,1,6
2455,446,326,Hard,2,4,6
3034,57,326,Hard,2,6,4
3961,282,326,Hard,2,1,6
5839,133,326,Clay,2,1,6
6334,223,326,Clay,2,3,6
7342,420,326,Clay,2,6,3
8068,181,326,Clay,2,6,2
8719,149,326,Clay,2,6,4
988,488,327,Hard,2,6,1
1690,412,327,Hard,2,6,1
6550,464,327,Clay,2,6,3
7228,368,327,Clay,2,6,4
7591,366,327,Clay,2,6,3
9619,419,327,Clay,2,6,4
10144,235,327,Clay,2,6,4
58,306,328,Hard,2,6,1
88,439,329,Hard,2,6,3
1777,222,329,Hard,2,7,5
2650,478,329,Hard,2,6,3
3214,472,329,Hard,2,3,6
4387,431,329,Hard,2,7,6
5407,489,329,Hard,2,4,6
10432,47,329,Clay,2,7,6
2287,484,330,Hard,2,6,1
2296,158,330,Hard,2,6,4
2965,310,330,Hard,2,0,0
9505,417,330,Hard,2,6,4
9358,265,331,Hard,2,6,4
1561,33,332,Hard,2,6,4
2353,158,332,Hard,2,3,6
4849,40,332,Hard,2,6,2
5938,8,332,Clay,2,7,6
6460,350,332,Clay,2,2,6
169,128,333,Hard,2,6,4
4012,103,334,Hard,2,6,4
4039,22,334,Hard,2,3,6
4765,460,334,Hard,2,7,5
8533,243,334,Hard,2,6,1
6787,223,335,Clay,2,6,3
7117,405,335,Hard,2,7,6
8008,193,335,Hard,2,7,6
355,89,336,Hard,2,6,4
5203,172,336,Hard,2,6,7
5278,40,337,Hard,2,6,3
6274,83,337,Clay,2,6,1
9844,291,337,Clay,2,7,6
9508,410,338,Hard,2,6,2
10549,319,338,Clay,2,6,4
2767,244,339,Hard,2,6,7
5299,94,339,Hard,2,6,7
6082,84,339,Hard,2,6,4
9499,455,339,Hard,2,6,1
2674,460,340,Hard,2,4,6
5056,267,340,Hard,2,1,6
8215,257,340,Hard,2,6,7
10396,281,340,Clay,2,6,4
7435,168,341,Clay,2,6,2
652,29,342,Clay,2,3,6
3022,198,342,Hard,2,6,1
5773,220,342,Clay,2,3,6
6172,379,342,Clay,2,6,4
8722,311,342,Clay,2,7,6
847,84,343,Clay,2,6,7
1243,126,343,Hard,2,7,5
3370,291,343,Hard,2,6,4
10123,445,343,Clay,2,4,6
10375,195,344,Clay,2,6,4
10852,381,344,Clay,2,7,6
253,226,345,Hard,2,6,3
1255,59,345,Hard,2,3,6
1732,27,345,Hard,2,6,3
5041,488,345,Hard,2,7,5
5260,77,345,Hard,2,6,1
6034,166,345,Hard,2,7,6
6547,419,345,Clay,2,6,4
6556,83,345,Clay,2,6,4
8959,214,345,Clay,2,6,0
10078,229,345,Clay,2,3,6
679,53,346,Clay,2,7,6
5755,411,346,Clay,2,6,2
5830,48,347,Clay,2,6,1
8443,284,348,Clay,2,7,5
2482,172,349,Hard,2,6,4
4129,228,349,Clay,2,6,2
9592,1,349,Clay,2,6,1
9679,32,349,Clay,2,6,4
5941,273,350,Clay,2,6,2
6406,127,350,Clay,2,7,5
8029,225,350,Hard,2,6,3
8629,221,350,Hard,2,6,4
9571,410,351,Hard,2,7,5
10528,330,351,Clay,2,6,1
1303,235,352,Hard,2,7,6
2722,464,352,Hard,2,6,0
3619,103,352,Hard,2,6,4
4087,136,352,Clay,2,3,6
4438,168,352,Clay,2,6,4
4951,446,352,Hard,2,6,3
5815,354,352,Clay,2,6,3
6664,384,352,Clay,2,6,1
10135,27,352,Clay,2,6,2
5656,245,353,Clay,2,6,0
6229,281,353,Clay,2,7,5
10411,257,353,Clay,2,6,4
10795,326,353,Clay,2,6,4
220,35,354,Clay,2,6,4
574,169,354,Clay,2,6,1
4558,324,354,Clay,2,3,6
5788,380,354,Clay,2,6,3
6364,30,354,Clay,2,6,2
6808,30,354,Clay,2,7,6
67,120,355,Hard,2,6,4
484,374,355,Clay,2,6,3
4108,122,355,Clay,2,7,5
4477,453,355,Clay,2,7,5
5674,275,355,Clay,2,6,2
7432,208,355,Clay,2,3,1
10216,70,355,Clay,2,7,5
7405,210,356,Clay,2,7,5
8137,484,356,Clay,2,7,6
2746,120,357,Hard,2,6,2
352,422,358,Hard,2,6,4
400,148,358,Hard,2,6,4
3958,287,358,Hard,2,6,2
5506,215,358,Hard,2,6,3
7312,229,358,Clay,2,6,3
8083,229,358,Clay,2,6,3
8758,442,358,Clay,2,6,1
9031,213,358,Clay,2,5,7
9769,166,358,Clay,2,6,1
1801,329,359,Hard,2,3,0
5932,164,359,Clay,2,3,6
6337,55,359,Clay,2,6,2
4960,289,361,Hard,2,6,2
9829,420,362,Clay,2,7,6
7870,309,363,Clay,2,6,2
10870,106,363,Clay,2,6,2
8467,381,364,Clay,2,6,1
6289,245,365,Clay,2,6,3
6568,345,365,Clay,2,7,6
7519,83,365,Clay,2,6,2
76,439,366,Hard,2,7,5
3811,445,366,Hard,2,6,2
4273,219,366,Hard,2,6,4
6898,397,366,Hard,2,7,6
7165,368,366,Clay,2,6,3
4054,22,367,Hard,2,6,1
34,311,368,Hard,2,6,4
439,241,368,Hard,2,6,4
2038,460,368,Hard,2,6,4
9646,1,368,Clay,2,4,6
4993,196,369,Hard,2,7,6
9007,168,369,Clay,2,6,3
9817,83,369,Clay,2,6,3
568,161,370,Hard,2,6,3
520,243,371,Hard,2,6,0
805,275,371,Clay,2,6,3
5623,274,371,Clay,2,6,4
6811,486,371,Hard,2,6,4
7162,11,371,Clay,2,7,5
7648,37,371,Clay,2,7,6
5893,163,372,Clay,2,6,0
7147,211,372,Hard,2,6,0
8623,121,372,Hard,2,6,0
1960,103,373,Hard,2,6,1
19,464,374,Hard,2,6,3
310,169,374,Clay,2,6,0
466,274,374,Clay,2,6,2
4423,442,374,Clay,2,6,4
6343,78,374,Clay,2,7,6
9616,244,374,Clay,2,7,6
361,362,375,Hard,2,6,3
2020,460,375,Hard,2,6,2
4957,160,375,Hard,2,6,2
184,343,376,Hard,2,6,2
3970,111,376,Hard,2,1,6
10297,453,376,Clay,2,6,2
8251,295,377,Hard,2,6,2
10867,245,378,Clay,2,6,1
5629,245,379,Clay,2,7,6
3652,352,380,Hard,2,6,3
4183,228,380,Clay,2,4,6
4507,353,380,Clay,2,7,6
5785,272,380,Clay,2,6,7
7114,193,380,Hard,2,3,6
8485,4,380,Hard,2,7,6
9628,157,381,Clay,2,6,4
9682,184,381,Clay,2,7,6
10381,155,381,Clay,2,7,6
10780,411,381,Clay,2,6,4
3745,147,382,Hard,2,6,1
6436,138,382,Clay,2,6,3
3691,103,383,Hard,2,5,7
6868,486,383,Hard,2,6,3
7168,219,383,Clay,2,6,2
7669,219,383,Clay,2,6,3
8191,257,383,Hard,2,6,2
10447,458,383,Clay,2,6,4
577,374,384,Clay,2,7,6
931,140,384,Clay,2,6,2
3658,35,384,Hard,2,5,7
4525,229,384,Clay,2,6,4
5842,475,384,Clay,2,7,5
6370,326,384,Clay,2,3,6
6640,229,384,Clay,2,6,3
7042,92,384,Hard,2,6,3
8488,243,384,Hard,2,7,5
8200,94,385,Hard,2,7,6
8419,349,386,Clay,2,6,4
9688,244,386,Clay,2,6,4
4411,66,387,Clay,2,6,3
6394,127,387,Clay,2,6,4
9589,157,387,Clay,2,6,4
9808,125,387,Clay,2,6,3
10894,440,389,Clay,2,6,4
4663,17,390,Hard,2,6,1
5161,288,390,Hard,2,6,3
5479,319,390,Hard,2,7,6
6598,23,390,Clay,2,7,6
4885,392,391,Hard,2,6,7
1822,466,392,Hard,2,7,6
3718,406,392,Hard,2,6,3
4804,401,392,Hard,2,6,4
6895,443,392,Hard,2,6,3
5488,99,393,Hard,2,7,6
7756,245,393,Clay,2,6,4
8344,465,393,Clay,2,6,1
9601,157,393,Clay,2,6,1
2500,309,394,Hard,2,5,7
3739,392,394,Hard,2,6,4
4741,155,395,Hard,2,6,4
5170,235,395,Hard,2,1,0
7258,329,395,Clay,2,7,6
3901,489,396,Hard,2,6,1
3226,43,397,Hard,2,6,3
6853,128,397,Hard,2,6,4
256,287,398,Hard,2,6,4
676,29,398,Clay,2,7,5
4609,17,398,Hard,2,6,2
5392,55,398,Hard,2,7,6
7789,294,398,Clay,2,6,3
130,387,399,Hard,2,3,6
8272,82,399,Hard,2,6,1
10690,82,399,Hard,2,6,4
22,475,400,Hard,2,7,6
4771,201,401,Hard,2,6,4
5587,402,401,Hard,2,6,1
5554,234,402,Hard,2,6,0
5566,39,403,Hard,2,3,6
7060,223,403,Hard,2,6,3
8494,66,403,Hard,2,7,5
6631,303,404,Clay,2,6,1
385,33,405,Hard,2,6,4
5284,166,405,Hard,2,4,6
9205,255,405,Clay,2,6,3
10783,90,405,Clay,2,7,6
1969,70,406,Hard,2,6,4
2284,489,406,Hard,2,6,4
2977,51,406,Hard,2,3,6
3646,22,406,Hard,2,6,4
4036,326,406,Hard,2,6,4
4978,262,406,Hard,2,6,3
1387,149,407,Hard,2,7,5
1606,171,407,Hard,2,6,4
2359,330,407,Hard,2,6,4
8842,433,408,Hard,2,6,1
9988,215,408,Hard,2,6,4
10051,202,409,Hard,2,6,3
9406,119,410,Hard,2,2,0
874,226,411,Clay,2,7,6
5722,353,411,Clay,2,6,3
6301,96,411,Clay,2,3,2
9127,153,411,Clay,2,6,2
10759,90,411,Clay,2,6,4
433,343,412,Hard,2,6,2
760,120,412,Clay,2,6,3
2098,120,412,Hard,2,3,6
4024,287,412,Hard,2,2,6
4981,425,412,Hard,2,7,6
6010,447,412,Hard,2,6,3
8389,45,412,Clay,2,3,6
94,4,413,Hard,2,6,0
3292,418,413,Hard,2,6,2
6427,127,414,Clay,2,7,6
6775,48,414,Clay,2,6,3
7126,136,414,Hard,2,6,2
2971,240,415,Hard,2,4,6
3868,489,415,Hard,2,6,3
3925,265,416,Hard,2,6,3
4351,177,416,Hard,2,6,0
3931,487,417,Hard,2,6,2
4390,177,417,Hard,2,6,4
6889,111,417,Hard,2,6,2
9472,7,417,Hard,2,7,5
10909,378,417,Clay,2,6,2
1474,472,418,Hard,2,6,3
3208,486,418,Hard,2,6,3
10558,320,418,Clay,2,7,6
2044,375,419,Hard,2,6,3
4066,168,419,Clay,2,6,4
4489,274,419,Clay,2,7,5
5626,168,419,Clay,2,6,0
6463,275,419,Clay,2,7,6
406,371,420,Hard,2,6,2
3982,358,420,Hard,2,6,4
7285,181,420,Clay,2,6,1
8998,77,420,Clay,2,6,4
274,226,421,Hard,2,6,4
748,439,421,Clay,2,6,4
808,83,421,Clay,2,6,3
1183,63,421,Hard,2,4,6
4606,345,421,Hard,2,6,3
7501,168,421,Clay,2,7,5
535,125,422,Hard,2,6,2
6205,168,422,Clay,2,6,4
6520,275,422,Clay,2,6,4
5950,186,423,Clay,2,6,0
1135,161,424,Hard,2,6,4
2872,58,424,Hard,2,6,4
3853,366,424,Hard,2,1,6
4237,219,424,Hard,2,4,6
5206,166,424,Hard,2,7,5
5983,77,424,Hard,2,6,4
9148,208,424,Clay,2,6,3
10294,252,424,Clay,2,6,4
4909,321,425,Hard,2,7,6
1465,155,426,Hard,2,6,4
2233,126,426,Hard,2,6,4
2890,245,426,Hard,2,6,4
9001,345,426,Clay,2,6,2
1210,445,427,Hard,2,6,1
565,54,428,Hard,2,6,2
3235,40,428,Hard,2,6,3
5641,371,428,Clay,2,6,3
5704,353,428,Clay,2,6,3
8353,452,428,Clay,2,3,6
9169,411,428,Clay,2,6,0
6049,251,429,Hard,2,6,3
3859,234,430,Hard,2,3,1
2317,330,431,Hard,2,6,3
112,369,432,Hard,2,6,3
7315,169,432,Clay,2,6,2
10222,70,432,Clay,2,6,1
1006,55,433,Hard,2,7,6
1915,92,433,Hard,2,6,4
2461,266,433,Hard,2,6,3
4228,481,433,Hard,2,6,3
4645,421,433,Hard,2,6,3
6814,486,433,Hard,2,6,3
8809,266,433,Hard,2,7,6
9331,198,433,Hard,2,5,7
9925,297,433,Hard,2,7,6
295,133,434,Clay,2,6,2
1741,241,435,Hard,2,6,1
2596,325,435,Hard,2,6,1
2755,1,435,Hard,2,6,2
9442,119,435,Hard,2,7,6
10579,193,435,Hard,2,5,4
5767,275,436,Clay,2,7,5
7399,359,437,Clay,2,6,3
6682,229,439,Clay,2,6,1
8962,168,439,Clay,2,7,6
9805,358,439,Clay,2,6,4
3484,421,440,Hard,2,7,5
10858,115,440,Clay,2,6,1
7420,83,441,Clay,2,6,4
631,420,442,Clay,2,6,3
4408,226,442,Clay,2,7,6
7300,133,442,Clay,2,6,4
8053,181,442,Clay,2,7,6
8686,71,442,Clay,2,6,4
1480,122,443,Hard,2,6,3
6850,162,443,Hard,2,6,1
7690,466,443,Clay,2,6,4
3694,352,444,Hard,2,6,0
4984,311,444,Hard,2,6,2
6772,229,444,Clay,2,6,3
7024,90,444,Hard,2,7,5
7933,141,444,Hard,2,6,4
8503,243,444,Hard,2,6,2
853,282,445,Clay,2,6,2
3781,219,445,Hard,2,7,5
10093,345,445,Clay,2,6,7
10594,177,445,Hard,2,6,0
328,422,446,Hard,2,2,6
415,92,446,Hard,2,5,7
754,233,446,Clay,2,6,4
1906,342,446,Hard,2,6,2
2392,266,446,Hard,2,6,2
4006,111,446,Hard,2,7,6
277,287,447,Hard,2,6,3
826,421,447,Clay,2,6,4
1252,280,447,Hard,2,6,0
2185,246,447,Hard,2,7,5
3316,77,447,Hard,2,4,6
3790,445,447,Hard,2,6,0
5182,166,447,Hard,2,6,4
5965,77,447,Hard,2,6,4
7507,341,447,Clay,2,6,3
9184,424,447,Clay,2,7,5
7141,138,448,Hard,2,7,6
7981,225,448,Hard,2,6,3
8569,138,448,Hard,2,1,0
10666,82,448,Hard,2,7,6
1789,12,449,Hard,2,7,5
2128,481,449,Hard,2,6,2
2785,244,449,Hard,2,6,1
5542,92,450,Hard,2,6,1
4537,200,451,Clay,2,6,2
250,325,452,Hard,2,6,4
3391,257,452,Hard,2,6,2
3508,1,452,Hard,2,6,1
9622,248,452,Clay,2,3,6
472,64,453,Clay,2,7,6
589,354,453,Clay,2,6,4
811,439,453,Clay,2,7,6
4405,274,453,Clay,2,6,1
9022,343,453,Clay,2,7,6
6931,417,454,Hard,2,7,6
199,343,455,Hard,2,7,6
937,223,455,Clay,2,6,4
2101,368,455,Hard,2,7,6
2533,27,455,Hard,2,6,2
2614,94,455,Hard,2,6,1
3601,3,455,Hard,2,6,3
6025,119,455,Hard,2,6,4
9478,383,455,Hard,2,6,4
10489,329,455,Clay,2,7,5
1447,152,456,Hard,2,6,3
2254,243,456,Hard,2,6,4
2869,243,456,Hard,2,7,6
6856,297,456,Hard,2,6,4
7171,128,456,Clay,2,6,3
7615,235,456,Clay,2,6,3
8815,219,456,Hard,2,6,3
9430,65,456,Hard,2,5,7
10399,257,456,Clay,2,6,4
10798,251,456,Clay,2,6,0
5605,402,457,Hard,2,6,3
379,362,458,Hard,2,6,3
715,287,458,Clay,2,6,4
1270,199,458,Hard,2,6,4
2104,27,458,Hard,2,6,4
2758,460,458,Hard,2,6,2
3475,1,458,Hard,2,7,5
5047,433,458,Hard,2,6,3
5257,447,458,Hard,2,6,3
5974,276,458,Hard,2,6,2
8332,294,458,Clay,2,6,3
9418,410,458,Hard,2,7,6
10393,257,458,Clay,2,6,3
73,422,459,Hard,2,7,6
145,89,459,Hard,2,6,4
835,120,459,Clay,2,6,1
2737,340,459,Hard,2,6,4
3364,447,459,Hard,2,6,4
5761,83,459,Clay,2,6,1
7177,371,459,Clay,2,6,1
9595,244,459,Clay,2,7,6
10762,29,459,Clay,2,6,1
3946,287,460,Hard,2,3,6
8824,199,460,Hard,2,6,3
9253,484,460,Hard,2,7,5
9904,297,460,Hard,2,6,1
9718,269,461,Clay,2,6,2
1534,33,462,Hard,2,6,2
5866,272,462,Clay,2,6,4
8518,66,462,Hard,2,6,3
4504,211,463,Clay,2,6,1
4,215,464,Hard,2,3,6
832,453,464,Clay,2,6,4
2692,244,464,Hard,2,6,2
5023,488,464,Hard,2,6,7
5530,70,464,Hard,2,6,2
6481,419,464,Clay,2,1,0
9607,349,464,Clay,2,6,0
670,453,465,Clay,2,6,2
1141,63,465,Hard,2,6,2
2548,368,465,Hard,2,6,1
3469,398,465,Hard,2,6,2
6022,233,465,Hard,2,6,3
9634,387,465,Clay,2,6,1
2653,304,466,Hard,2,6,1
3268,418,466,Hard,2,6,3
6961,417,466,Hard,2,7,5
7678,327,466,Clay,2,7,6
9559,480,467,Hard,2,6,4
10555,43,467,Clay,2,7,6
9574,338,468,Hard,2,6,2
1837,359,469,Hard,2,2,6
