id_liga,date_partido,equipo_local,equipo_visitante,goles_local,goles_visitante,resultado,dates,id,name,id,name,team,do,recieve,team,do,recieve
E0,21/10/17,"Man City",Burnley,3,0,H,"2017-10-21 00:00:00",11,"Man City",4,Burnley,11,2.789473684,0.710526316,4,0.947368421,1.026315789
E0,29/10/16,"Man United",Burnley,0,0,D,"2016-10-29 00:00:00",12,"Man United",4,Burnley,12,1.789473684,0.736842105,4,0.947368421,1.026315789
E0,26/12/17,"Man United",Burnley,2,2,D,"2017-12-26 00:00:00",12,"Man United",4,Burnley,12,1.789473684,0.736842105,4,0.947368421,1.026315789
E0,31/01/18,Newcastle,Burnley,1,1,D,"2018-01-31 00:00:00",13,Newcastle,4,Burnley,13,1.026315789,1.236842105,4,0.947368421,1.026315789
E0,16/10/16,Southampton,Burnley,3,1,H,"2016-10-16 00:00:00",14,Southampton,4,Burnley,14,0.973684211,1.473684211,4,0.947368421,1.026315789
E0,04/11/17,Southampton,Burnley,0,1,A,"2017-11-04 00:00:00",14,Southampton,4,Burnley,14,0.973684211,1.473684211,4,0.947368421,1.026315789
E0,03/12/16,Stoke,Burnley,2,0,H,"2016-12-03 00:00:00",15,Stoke,4,Burnley,15,0.921052632,1.789473684,4,0.947368421,1.026315789
E0,22/04/18,Stoke,Burnley,1,1,D,"2018-04-22 00:00:00",15,Stoke,4,Burnley,15,0.921052632,1.789473684,4,0.947368421,1.026315789
E0,04/03/17,Swansea,Burnley,3,2,H,"2017-03-04 00:00:00",16,Swansea,4,Burnley,16,0.736842105,1.473684211,4,0.947368421,1.026315789
E0,10/02/18,Swansea,Burnley,1,0,H,"2018-02-10 00:00:00",16,Swansea,4,Burnley,16,0.736842105,1.473684211,4,0.947368421,1.026315789
E0,18/12/16,Tottenham,Burnley,2,1,H,"2016-12-18 00:00:00",17,Tottenham,4,Burnley,17,1.947368421,0.947368421,4,0.947368421,1.026315789
E0,27/08/17,Tottenham,Burnley,1,1,D,"2017-08-27 00:00:00",17,Tottenham,4,Burnley,17,1.947368421,0.947368421,4,0.947368421,1.026315789
E0,04/02/17,Watford,Burnley,2,1,H,"2017-02-04 00:00:00",18,Watford,4,Burnley,18,1.157894737,1.684210526,4,0.947368421,1.026315789
E0,07/04/18,Watford,Burnley,1,2,A,"2018-04-07 00:00:00",18,Watford,4,Burnley,18,1.157894737,1.684210526,4,0.947368421,1.026315789
E0,21/11/16,"West Brom",Burnley,4,0,H,"2016-11-21 00:00:00",19,"West Brom",4,Burnley,19,0.815789474,1.473684211,4,0.947368421,1.026315789
E0,31/03/18,"West Brom",Burnley,1,2,A,"2018-03-31 00:00:00",19,"West Brom",4,Burnley,19,0.815789474,1.473684211,4,0.947368421,1.026315789
E0,14/12/16,"West Ham",Burnley,1,0,H,"2016-12-14 00:00:00",20,"West Ham",4,Burnley,20,1.263157895,1.789473684,4,0.947368421,1.026315789
E0,10/03/18,"West Ham",Burnley,0,3,A,"2018-03-10 00:00:00",20,"West Ham",4,Burnley,20,1.263157895,1.789473684,4,0.947368421,1.026315789
E0,24/09/16,Arsenal,Chelsea,3,0,H,"2016-09-24 00:00:00",1,Arsenal,5,Chelsea,1,1.947368421,1.342105263,5,1.631578947,1
E0,03/01/18,Arsenal,Chelsea,2,2,D,"2018-01-03 00:00:00",1,Arsenal,5,Chelsea,1,1.947368421,1.342105263,5,1.631578947,1
E0,08/04/17,Bournemouth,Chelsea,1,3,A,"2017-04-08 00:00:00",2,Bournemouth,5,Chelsea,2,1.184210526,1.605263158,5,1.631578947,1
E0,28/10/17,Bournemouth,Chelsea,0,1,A,"2017-10-28 00:00:00",2,Bournemouth,5,Chelsea,2,1.184210526,1.605263158,5,1.631578947,1
E0,20/01/18,Brighton,Chelsea,0,4,A,"2018-01-20 00:00:00",3,Brighton,5,Chelsea,3,0.894736842,1.421052632,5,1.631578947,1
E0,12/02/17,Burnley,Chelsea,1,1,D,"2017-02-12 00:00:00",4,Burnley,5,Chelsea,4,0.947368421,1.026315789,5,1.631578947,1
E0,19/04/18,Burnley,Chelsea,1,2,A,"2018-04-19 00:00:00",4,Burnley,5,Chelsea,4,0.947368421,1.026315789,5,1.631578947,1
E0,17/12/16,"Crystal Palace",Chelsea,0,1,A,"2016-12-17 00:00:00",6,"Crystal Palace",5,Chelsea,6,1.184210526,1.447368421,5,1.631578947,1
E0,14/10/17,"Crystal Palace",Chelsea,2,1,H,"2017-10-14 00:00:00",6,"Crystal Palace",5,Chelsea,6,1.184210526,1.447368421,5,1.631578947,1
E0,30/04/17,Everton,Chelsea,0,3,A,"2017-04-30 00:00:00",7,Everton,5,Chelsea,7,1.157894737,1.526315789,5,1.631578947,1
E0,23/12/17,Everton,Chelsea,0,0,D,"2017-12-23 00:00:00",7,Everton,5,Chelsea,7,1.157894737,1.526315789,5,1.631578947,1
E0,12/12/17,Huddersfield,Chelsea,1,3,A,"2017-12-12 00:00:00",8,Huddersfield,5,Chelsea,8,0.736842105,1.526315789,5,1.631578947,1
E0,14/01/17,Leicester,Chelsea,0,3,A,"2017-01-14 00:00:00",9,Leicester,5,Chelsea,9,1.473684211,1.578947368,5,1.631578947,1
E0,09/09/17,Leicester,Chelsea,1,2,A,"2017-09-09 00:00:00",9,Leicester,5,Chelsea,9,1.473684211,1.578947368,5,1.631578947,1
E0,31/01/17,Liverpool,Chelsea,1,1,D,"2017-01-31 00:00:00",10,Liverpool,5,Chelsea,10,2.210526316,1,5,1.631578947,1
E0,25/11/17,Liverpool,Chelsea,1,1,D,"2017-11-25 00:00:00",10,Liverpool,5,Chelsea,10,2.210526316,1,5,1.631578947,1
E0,03/12/16,"Man City",Chelsea,1,3,A,"2016-12-03 00:00:00",11,"Man City",5,Chelsea,11,2.789473684,0.710526316,5,1.631578947,1
E0,04/03/18,"Man City",Chelsea,1,0,H,"2018-03-04 00:00:00",11,"Man City",5,Chelsea,11,2.789473684,0.710526316,5,1.631578947,1
E0,16/04/17,"Man United",Chelsea,2,0,H,"2017-04-16 00:00:00",12,"Man United",5,Chelsea,12,1.789473684,0.736842105,5,1.631578947,1
E0,25/02/18,"Man United",Chelsea,2,1,H,"2018-02-25 00:00:00",12,"Man United",5,Chelsea,12,1.789473684,0.736842105,5,1.631578947,1
E0,13/05/18,Newcastle,Chelsea,3,0,H,"2018-05-13 00:00:00",13,Newcastle,5,Chelsea,13,1.026315789,1.236842105,5,1.631578947,1
E0,30/10/16,Southampton,Chelsea,0,2,A,"2016-10-30 00:00:00",14,Southampton,5,Chelsea,14,0.973684211,1.473684211,5,1.631578947,1
E0,14/04/18,Southampton,Chelsea,2,3,A,"2018-04-14 00:00:00",14,Southampton,5,Chelsea,14,0.973684211,1.473684211,5,1.631578947,1
E0,18/03/17,Stoke,Chelsea,1,2,A,"2017-03-18 00:00:00",15,Stoke,5,Chelsea,15,0.921052632,1.789473684,5,1.631578947,1
E0,23/09/17,Stoke,Chelsea,0,4,A,"2017-09-23 00:00:00",15,Stoke,5,Chelsea,15,0.921052632,1.789473684,5,1.631578947,1
E0,11/09/16,Swansea,Chelsea,2,2,D,"2016-09-11 00:00:00",16,Swansea,5,Chelsea,16,0.736842105,1.473684211,5,1.631578947,1
E0,28/04/18,Swansea,Chelsea,0,1,A,"2018-04-28 00:00:00",16,Swansea,5,Chelsea,16,0.736842105,1.473684211,5,1.631578947,1
E0,04/01/17,Tottenham,Chelsea,2,0,H,"2017-01-04 00:00:00",17,Tottenham,5,Chelsea,17,1.947368421,0.947368421,5,1.631578947,1
E0,20/08/17,Tottenham,Chelsea,1,2,A,"2017-08-20 00:00:00",17,Tottenham,5,Chelsea,17,1.947368421,0.947368421,5,1.631578947,1
E0,20/08/16,Watford,Chelsea,1,2,A,"2016-08-20 00:00:00",18,Watford,5,Chelsea,18,1.157894737,1.684210526,5,1.631578947,1
E0,05/02/18,Watford,Chelsea,4,1,H,"2018-02-05 00:00:00",18,Watford,5,Chelsea,18,1.157894737,1.684210526,5,1.631578947,1
E0,12/05/17,"West Brom",Chelsea,0,1,A,"2017-05-12 00:00:00",19,"West Brom",5,Chelsea,19,0.815789474,1.473684211,5,1.631578947,1
