date,id,name,id,name,correct,FS,SS,TS,mult
20180205,136,"Federico Gaio",14,"Alessandro Giannessi",0.39819504095043096,0.6932367149999994,1.2455242969999993,0.2857142859999975,1.0063386311192735
20180212,176,"Hernan Casanova",14,"Alessandro Giannessi",0.322399278503311,-2.4861111109999996,0.19117647100000035,1.5714285720000003,1.1281620457720278
20180219,379,"Roberto Carballes Baena",14,"Alessandro Giannessi",0.6580655287965514,2.5555555560000016,2.4411764710000003,6.571428571999999,1.6217943559914154
20180423,53,"Bjorn Fratangelo",14,"Alessandro Giannessi",0.5949372468181084,-1.1825396819999998,0.7983193279999998,5.571428571999999,1.0578189964634233
20180430,208,"Joao Domingues",14,"Alessandro Giannessi",0.4933707346839383,0.6746031750000014,2.084033614,-2.4285714279999997,1.423711934831967
20180226,419,"Simone Bolelli",14,"Alessandro Giannessi",0.4781006816951383,1.5427350430000004,1.3257918550000003,1.2380952389999997,1.611769371925328
20180305,226,"Jozef Kovalik",14,"Alessandro Giannessi",0.5194559216020993,1.038888888999999,1.9411764710000021,1.428571429999998,1.4543777422865025
20180326,371,"Ramkumar Ramanathan",14,"Alessandro Giannessi",0.5387682892306205,0.3888888890000004,1.2983193280000016,3.5714285719999994,1.436580616145625
20180402,281,"Mario Vilella Martinez",14,"Alessandro Giannessi",0.30146745903246464,1.3055555549999998,1.4866310160000005,0.37142857199999924,1.153103207691048
20180409,275,"Marco Trungelliti",14,"Alessandro Giannessi",0.4025960617618897,0.5888888890000015,2.341176470999999,2.0714285720000003,1.1224408771741274
20180507,1,"Adam Pavlasek",14,"Alessandro Giannessi",0.4532620882373851,0.8434343430000002,2.122994653000001,3.5714285720000003,1.1528947832865901
20180514,174,"Henri Laaksonen",14,"Alessandro Giannessi",0.560655671597883,-2.0726495719999996,-0.5203619909999997,4.571428571999999,1.3971513053996656
20180205,133,"Facundo Bagnis",15,"Alessandro Motti",1,7,3.23076923,-0.28571428600000015,1.1937388642943205
20180219,30,"Andrea Basso",16,"Alessandro Petrone",0.6093025679747813,2.727272726999999,1.2727272719999991,1.6666666669999999,1.4439070924283692
20180101,199,"Jason Kubler",17,"Alex Bolt",0.35609793672459744,0.4472049690000013,1.4949832779999994,0.1333333329999995,1.304985556414648
20180205,51,"Benjamin Mitchell",17,"Alex Bolt",0.16412267205951062,-0.1904761910000019,0.038461539000000045,3,1.1932065252772284
20180312,233,"Jurgen Zopp",17,"Alex Bolt",0.6152081897371512,-1.9285714280000015,-0.8186813179999994,3.5833333329999997,1.0510759776312946
20180319,55,"Blaz Rola",17,"Alex Bolt",0.4750836525026867,-0.10714285699999948,-0.586538461,2.3333333330000006,1.3424269994805509
20180416,366,"Prajnesh Gunneswaran",17,"Alex Bolt",0.3967335154025958,-0.9571428570000009,-0.8615384610000003,2.733333332999999,1.225573751664634
20180423,235,"Kamil Majchrzak",17,"Alex Bolt",0.43960341085587706,-0.4196428569999995,-0.586538461,1.3333333329999988,1.1005877803706139
20180101,36,"Andrew Harris",18,"Alexander Babanine",0.9771572657582392,2.9285714279999997,2.214285715000001,2.666666667000001,1.4928843340149314
20180129,79,"Dane Propoggia",18,"Alexander Babanine",0.8984579543188829,5,0.5,-3,1.1626583494519116
20180129,314,"Michael Zhu",19,"Alexander Bury",0.7436160135865633,2.799999999999999,-1,2.5,1.0013054323705275
20180409,417,"Shuichi Sekiguchi",19,"Alexander Bury",0.9266056060875356,-0.018181818000000405,-0.6818181809999988,5.833333332999999,1.1852188006526656
20180423,265,"Luke Saville",19,"Alexander Bury",0.9280378060746199,3.3333333330000015,-0.5666666669999998,4,1.2555110599741752
20180514,302,"Maverick Banes",19,"Alexander Bury",0.9524568210875969,2.072727273,-1.8636363640000013,1.5,1.05523225173531
20180205,325,"Mirza Basic",20,"Alexander Lazov",0.8306278813666595,-1,1.875,3.5999999999999996,1.1762947659097873
20180507,339,"Nikola Cacic",21,"Alexander Pavlioutchenkov",0.9530155903403787,0.28571428599999926,4.714285715,-2,1.0491104281654369
20180122,70,"Christian Garin",22,"Alexander Sarkissian",0.37978605712809205,0.6666666659999994,0.3066666669999982,2.1111111110000005,1.3833345302535853
20180205,271,"Marcel Granollers",22,"Alexander Sarkissian",0.6825511965782126,2.6666666659999976,1.3833333339999996,2.5,1.4360080539273794
20180219,103,"Dennis Novikov",22,"Alexander Sarkissian",0.5678855244840313,2.0784313720000007,-0.9450980390000012,2.2857142859999993,1.3633700326985712
20180226,92,"Darian King",22,"Alexander Sarkissian",0.5792844575762288,-0.28070175599999914,-1.3228070169999988,2.4444444450000002,1.508826022199814
20180326,380,"Roberto Cid",22,"Alexander Sarkissian",0.33465861372948374,1.0350877189999999,1.1888888889999993,1.5454545450000001,1.1206867000591196
20180416,272,"Marcelo Arevalo",22,"Alexander Sarkissian",0.5981770596066129,1.9333333320000001,-0.6000000000000014,0.3333333340000024,1.4102887875185866
20180423,384,"Roberto Quiroz",22,"Alexander Sarkissian",0.47551604299254707,-0.12280701800000315,0.3087719299999989,1.25,1.3560505245713366
20180430,403,"Santiago Giraldo",22,"Alexander Sarkissian",0.4310655172357014,2.6666666659999985,-0.7833333329999999,-0.6666666670000012,1.5493862807900207
20180409,83,"Daniel Gimeno Traver",23,"Alexander Vasilenko",0.7089358070513061,6.000000000000001,2.3999999999999986,0,1.3454465173918566
20180319,337,"Niels Desein",24,"Alexander Ward",0.355653375952329,1.6666666669999994,1.3333333329999988,2.5999999999999996,1.0790737650783178
20180326,57,"Bradley Klahn",24,"Alexander Ward",0.6437588273441142,0.846153846,2.641025640999999,3.166666667000001,1.0256959603717823
20180521,307,"Maximilian Neuchrist",24,"Alexander Ward",0.5236178584174931,-1,2.833333332999999,2,1.5579251937797216
20180108,89,"Daniil Medvedev",25,"Alexander Zhurbin",0.9022320201663835,5.6000000000000005,3.8666666660000004,-2,1.0458714416056916
20180129,265,"Luke Saville",25,"Alexander Zhurbin",0.5214697149698296,3.533333333,1.5999999989999996,1.5,1.5555816471783894
20180402,147,"Franco Agamenone",26,"Alexandr Igoshin",0.5415000287537054,1.519230769,2.923076923,-4.3333333340000015,1.6402939315639689
20180409,147,"Franco Agamenone",26,"Alexandr Igoshin",0.5415000287537054,1.519230769,2.923076923,-4.3333333340000015,1.2013914034404403
20180416,163,"Gonzalo Escobar",26,"Alexandr Igoshin",0.7296750892946355,3.3499999999999996,5.4,-4.25,1.4194085763327235
20180101,325,"Mirza Basic",27,"Alexey Vatutin",0.5493974197203109,-0.4285714279999979,0.5178571420000004,3.5999999999999996,1.159535358498061
20180430,84,"Daniel Masur",27,"Alexey Vatutin",0.23687442937914135,0.28571428599999926,-0.28021978099999956,2.25,1.206117750647898
20180115,241,"Kenny De Schepper",27,"Alexey Vatutin",0.5294313197411092,-0.2619047609999985,0.059523808000001566,2,1.551982698234403
20180122,368,"Quentin Halys",27,"Alexey Vatutin",0.5679801722394017,0.371428572000001,1.509523807999999,1.6666666670000012,1.1415602597174175
20180129,368,"Quentin Halys",27,"Alexey Vatutin",0.5808471627197157,0.371428572000001,1.509523807999999,1.6666666670000012,1.3851865577063087
20180212,241,"Kenny De Schepper",27,"Alexey Vatutin",0.4951566369722592,-0.2619047609999985,0.059523808000001566,2,1.1679186965350545
20180305,17,"Alex Bolt",27,"Alexey Vatutin",0.38928563521011683,0.42857142900000156,0.10439560300000039,0.6666666670000012,1.3507004967121101
20180312,489,"Zhe Li",27,"Alexey Vatutin",0.31456841081946796,-0.7063492050000004,-0.19047619100000013,1.6666666670000012,1.583079747777817
20180402,47,"Attila Balazs",27,"Alexey Vatutin",0.47620338575906945,0.23809523799999965,-0.8571428579999996,0,1.5299639359085173
20180205,201,"Jc Aragone",28,"Alexios Halebian",0.6506920184914659,2.1282051279999994,1.4102564099999988,1,1.2339137900315664
20180219,121,"Emilio Gomez",28,"Alexios Halebian",0.6921391234078637,3.9393939389999986,0.06060606100000143,2.833333332999999,1.2463438295880431
20180409,48,"Austin Krajicek",28,"Alexios Halebian",0.8079090075023792,2.766666666999999,1.2333333329999991,3,1.5299777983346128
20180101,55,"Blaz Rola",29,"Andrea Arnaboldi",0.523517299780033,0.8552631579999996,1.2960526319999985,0.7142857140000007,1.5775241900646972
20180115,274,"Marco Cecchinato",29,"Andrea Arnaboldi",0.6764706307379338,0.8552631579999996,3.2335526319999985,1.9642857139999998,1.631020909142079
20180219,421,"Stefano Napolitano",29,"Andrea Arnaboldi",0.5220033855701769,0.6437246969999997,2.3441295549999985,0.047619046999999526,1.0891986626720664
20180319,336,"Nicolas Mahut",29,"Andrea Arnaboldi",0.6784044260545985,-1.1447368420000004,2.4210526319999985,-0.785714286000001,1.5529306064231916
20180326,276,"Marcos Baghdatis",29,"Andrea Arnaboldi",0.7009140439835747,-0.39473684200000037,2.9210526319999985,2.714285714,1.4970570645888557
20180402,379,"Roberto Carballes Baena",29,"Andrea Arnaboldi",0.7043270420812485,2.271929825000001,2.9210526319999985,5.714285714,1.1598268574971335
20180416,55,"Blaz Rola",29,"Andrea Arnaboldi",0.5627120135386274,0.8552631579999996,1.2960526319999985,0.7142857140000007,1.6412964475415304
20180423,169,"Guilherme Clezar",29,"Andrea Arnaboldi",0.49822916382286514,-0.04858299600000038,1.4210526319999985,0.047619048000001385,1.0603350190386813
20180430,71,"Christian Harrison",29,"Andrea Arnaboldi",0.5156701733949043,0.40526315800000035,1.2210526319999992,0,1.377785773057912
20180507,393,"Ruben Bemelmans",29,"Andrea Arnaboldi",0.6774002233604574,0.5497076029999981,1.9766081880000002,-4.285714286000001,1.3745904953292793
20180521,326,"Mitchell Krueger",29,"Andrea Arnaboldi",0.5212044078491666,-0.6169590639999996,2.532163744,-1.660714286000001,1.0729285112950906
20180219,157,"Gianluigi Quinzi",30,"Andrea Basso",0.5411647659670644,0.550505051,2.8383838399999988,-2.1666666669999994,1.5742044243100453
20180402,64,"Carlos Berlocq",30,"Andrea Basso",0.7277961167336857,2.8441558449999995,3.8701298709999987,-0.6666666669999994,1.6522366081540505
20180409,384,"Roberto Quiroz",30,"Andrea Basso",0.4937954981206987,-0.5167464109999997,1.5693779909999996,-1.4166666669999994,1.2052364549958798
20180507,11,"Aleksandr Nedovyesov",30,"Andrea Basso",0.5924367715016717,0.522727273000001,1.7272727280000009,-7.666666666999999,1.4028058043396776
20180514,85,"Daniel Munoz De La Nava",30,"Andrea Basso",0.5406242318106904,0.05050505100000002,-0.2727272720000009,-5.166666666999999,1.064986343866512
20180521,90,"Danilo Petrovic",30,"Andrea Basso",0.5857451315028831,0.33155080299999895,1.2566844929999998,-0.9999999999999982,1.449847660135957
20180212,387,"Rogerio Dutra Silva",31,"Andrea Collarini",0.6690343813529154,2.7678571429999987,1.3392857140000007,-1.342857142999998,1.054279289569345
20180122,9,"Alejandro Gonzalez",31,"Andrea Collarini",0.39280437415754954,1.180555554999998,1.7916666659999994,-0.9761904759999993,1.2551868212612844
20180129,446,"Tim Smyczek",31,"Andrea Collarini",0.6507569307883465,1.6704545449999983,1.0795454549999999,-0.6428571429999987,1.4464295914208172
20180226,226,"Jozef Kovalik",31,"Andrea Collarini",0.6001021285590171,1.7750000000000004,1.625,0.714285714999999,1.1332541804759957
20180326,442,"Thomaz Bellucci",31,"Andrea Collarini",0.6343545338271179,3.125,1.625,-2.1428571429999987,1.6603154819399575
20180402,55,"Blaz Rola",31,"Andrea Collarini",0.5707413106636549,1.875,0.5,0.8571428569999995,1.2351482220942294
20180423,245,"Kimmer Coppejans",31,"Andrea Collarini",0.39489594092163083,0.5340909089999997,1.7159090910000003,1.1071428570000013,1.5281280184737045
20180430,294,"Matteo Donati",31,"Andrea Collarini",0.46202551992777574,1.7083333340000024,0.2083333329999988,-0.14285714299999874,1.6018621132415989
20180507,291,"Mathias Bourgue",31,"Andrea Collarini",0.44538111163531313,0.9916666669999987,2.2249999999999996,-3.0178571429999987,1.091593197942643
20180326,116,"Eduard Esteve Lobato",32,"Andreas Haider Maurer",0.5283449976160439,3.1666666659999994,-0.7500000000000018,-5,1.6523796704775155
20180507,244,"Kevin Krawietz",32,"Andreas Haider Maurer",0.5113643880080592,2.233333332999999,2.1166666670000005,-1,1.320452112382078
20180101,325,"Mirza Basic",33,"Andreas Seppi",0.408748188162808,-0.375,-1,0.5999999999999979,1.3117882376336072
20180212,287,"Martin Klizan",33,"Andreas Seppi",0.37493681746088225,1.4583333330000006,-0.6527777780000008,1.3333333329999988,1.597584871510899
20180319,329,"N Sriram Balaji",34,"Andreas Siljestrom",1,4.166666666999999,2.444444445000002,-0.3333333329999997,1.0525596651427693
20180423,376,"Ricardo Ojeda Lara",35,"Andrej Martin",0.43253491908551545,-3.666666667000001,2.0454545449999983,3.833333332999999,1.4700437316702466
20180430,282,"Marius Copil",35,"Andrej Martin",0.6324995226256798,0.1999999999999993,2.5454545449999992,3.8333333330000006,1.1925396834120214
20180219,438,"Thanasi Kokkinakis",35,"Andrej Martin",0.3753807006776228,-0.5,2.5454545449999983,5.833333333000001,1.2192339092051305
20180226,168,"Guido Andreozzi",35,"Andrej Martin",0.33795870439715675,0.3214285720000003,2.688311687999999,2.6111111109999996,1.5185505162786854
20180305,168,"Guido Andreozzi",35,"Andrej Martin",0.3951416462124139,0.3214285720000003,2.688311687999999,2.6111111109999996,1.601717540933798
20180326,419,"Simone Bolelli",35,"Andrej Martin",0.4280001592181627,0.153846154,1.9300699289999983,2.5000000000000018,1.1196028429886973
20180507,226,"Jozef Kovalik",35,"Andrej Martin",0.5347699591681696,-0.34999999999999964,2.5454545449999983,2.690476191,1.1261949459645229
20180416,60,"Brydan Klein",36,"Andrew Harris",0.4634364995560161,-0.32857142800000183,-2.414285715,-2.80952381,1.272166221345619
20180101,199,"Jason Kubler",37,"Andrew Whittington",0.38630016968157194,1.3043478260000008,3.1787439609999986,-1.8000000000000007,1.3155796226569572
20180129,484,"Yoshihito Nishioka",37,"Andrew Whittington",0.6034986218684354,0.9285714289999998,2.8650793649999997,0.06666666599999971,1.0947328030703585
20180205,36,"Andrew Harris",37,"Andrew Whittington",0.3132498136283127,0.4285714279999997,2.936507937,0.06666666699999979,1.1935918345366838
20180219,162,"Go Soeda",37,"Andrew Whittington",0.6092809946488356,0.14285714299999874,2.222222221999999,-0.8499999999999996,1.0170941172947743
20180226,178,"Hiroyasu Ehara",37,"Andrew Whittington",0.37588713659861694,0.8000000000000007,-0.17777777800000116,1.4000000000000004,1.1713617700195826
20180423,366,"Prajnesh Gunneswaran",37,"Andrew Whittington",0.5120810063533975,-0.09999999999999964,0.8222222219999988,0.8000000000000007,1.1388598520360202
20180514,230,"Julian Lenz",38,"Andrey Yakovlev",1,7.285714286,6.000000000000001,-4,1.1802139706104504
20180122,172,"Guillermo Olaso",39,"Ante Pavic",0.358003719008046,0.7368421049999991,0.9912280699999982,3.028571429000001,1.4844903174332873
20180129,31,"Andrea Collarini",39,"Ante Pavic",0.5664547670496888,-1.125,0.2083333329999988,1.7428571430000002,1.5484763624908493
20180205,99,"Denis Kudla",39,"Ante Pavic",0.6407933391629207,0.5882352950000005,1.0686274509999993,4.800000000000002,1.6222442139768143
20180219,103,"Dennis Novikov",39,"Ante Pavic",0.5882126230153619,1.4117647060000014,0.4215686269999992,2.8857142860000025,1.132458669567287
20180226,406,"Sebastian Fanselow",39,"Ante Pavic",0.4312853102936924,-1.3636363629999995,1.196969697,2.8499999999999996,1.128894059728422
20180312,460,"Vasek Pospisil",39,"Ante Pavic",0.7779259741522763,0.3809523810000002,2.595238095000001,3.5999999999999996,1.2470943104293455
20180326,99,"Denis Kudla",39,"Ante Pavic",0.6826550937185928,0.5882352950000005,1.0686274509999993,4.800000000000002,1.1821227267838916
20180402,229,"Juan Ignacio Londero",39,"Ante Pavic",0.4358234383330757,1.576923076,2.6733333330000004,2.5999999999999996,1.1693307231205181
20180409,78,"Cristian Rodriguez",39,"Ante Pavic",0.4268192960493353,-0.4166666670000012,1.4166666670000012,2.933333333,1.3002854557400123
20180416,92,"Darian King",39,"Ante Pavic",0.6240293176256418,-0.9473684220000003,0.043859648999999834,3.044444445,1.3267684631609376
20180423,9,"Alejandro Gonzalez",39,"Ante Pavic",0.47484391750762367,0.05555555499999798,1.999999999,0.7666666669999991,1.0663193024070803
20180430,90,"Danilo Petrovic",39,"Ante Pavic",0.5085003145391312,0.05882352999999796,1.3627450979999995,2.266666667000001,1.0179578097083524
20180521,435,"Teymuraz Gabashvili",39,"Ante Pavic",0.3850004015494781,0.6666666669999994,-0.5416666670000012,-1.9000000000000004,1.5574978284762842
20180205,12,"Alessandro Bega",40,"Antoine Escoffier",0.5584995353692805,-2.1349206350000003,-0.9126984130000011,-3.4999999999999982,1.0669490670787938
20180312,99,"Denis Kudla",40,"Antoine Escoffier",0.6936840407973793,0.23109243799999923,-1.1218487390000007,1.200000000000001,1.662251870454213
20180423,329,"N Sriram Balaji",40,"Antoine Escoffier",0.30015404624379377,0.80952381,-0.9126984119999992,-2.333333332999999,1.4437455048571144
20180507,309,"Maximo Gonzalez",40,"Antoine Escoffier",0.3455396341019641,-1.8571428569999995,-1.2321428569999995,-1.9999999999999982,1.2319719334120292
20180521,3,"Adrian Bodmer",40,"Antoine Escoffier",0.397547583751528,-0.10714285699999948,-0.8571428569999995,-5.999999999999998,1.4952898396445653
20180430,138,"Felipe Mantilla",41,"Antonio Ruiz Rosales",1,5.133333333,1.6666666670000012,0.40000000000000036,1.4472000851425033
20180219,69,"Cheong Eui Kim",42,"Arata Onozawa",0.9688288075486471,-6.4,3,4,1.0834642606012501
20180212,327,"Mohamed Safwat",43,"Arjun Kadhe",0.768198119407638,-0.480769231,-1.538461538,-1.3000000000000007,1.4090544014011706
20180129,172,"Guillermo Olaso",44,"Arnau Dachs",1,3.736842104999999,2.1578947369999995,1.4285714289999998,1.461545912357866
20180101,17,"Alex Bolt",45,"Arthur De Greef",0.4811244420944526,1.7904761910000015,0.7472527459999991,0.6666666669999994,1.4138997114082485
20180129,465,"Vincent Millot",45,"Arthur De Greef",0.48253151662920035,1.1333333340000014,-0.9142857149999983,-2.5,1.0181941737900744
20180205,233,"Jurgen Zopp",45,"Arthur De Greef",0.5358670083741364,-0.1380952370000017,-0.0714285720000003,4.25,1.1826050885480566
20180226,229,"Juan Ignacio Londero",45,"Arthur De Greef",0.37666801423959606,2.51025641,2.125714285000001,3,1.1917762751924894
20180305,352,"Pedja Krstin",45,"Arthur De Greef",0.5550423444091959,1.2111111109999992,-0.6031746039999994,3.25,1.4110661308073744
20180326,245,"Kimmer Coppejans",45,"Arthur De Greef",0.47714442282955327,0.34242424299999996,1.3766233760000013,3.25,1.146668515615167
20180402,136,"Federico Gaio",45,"Arthur De Greef",0.45029320199498973,1.2376811599999993,0.590062111,1.714285713999999,1.1668108728094748
20180409,303,"Maxime Chazal",45,"Arthur De Greef",0.337602613492665,0.7333333339999992,-0.714285714999999,4,1.39404883769097
20180514,166,"Gregoire Barrere",45,"Arthur De Greef",0.47967697595251496,2.3708333340000003,2.160714284999999,4.428571428999998,1.1364782571821892
20180521,29,"Andrea Arnaboldi",45,"Arthur De Greef",0.4768849274855577,0.8280701760000007,-1.1353383470000011,2.2857142859999993,1.166911459993799
20180402,205,"Jeremy Jahn",46,"Aslan Karatsev",0.6498746700734975,-0.8666666670000005,-2.8333333329999997,3,1.4251225489115242
20180409,365,"Pol Toledo Bague",46,"Aslan Karatsev",0.581662218160597,0.13333333400000136,-1.2500000000000009,-1,1.2915450517319873
20180205,289,"Marton Fucsovics",47,"Attila Balazs",0.7484582929271754,2.0476190489999997,2.785714286000001,2,1.1823576324144605
20180430,31,"Andrea Collarini",47,"Attila Balazs",0.4355585008571384,-1.7916666659999976,-0.125,2.1428571429999987,1.037153027365437
20180514,281,"Mario Vilella Martinez",47,"Attila Balazs",0.3666217794435017,0.25,1.0454545450000001,1.8000000000000007,1.3053589267395675
20180122,264,"Luke Bambridge",48,"Austin Krajicek",0.24536404213383245,-3.299999999999999,0.10000000000000142,0,1.0820022387572896
