id_liga,date_partido,equipo_local,equipo_visitante,goles_local,goles_visitante,resultado,dates,id,name,id,name,player,do,recieve,player,do,recieve
F1,02/04/17,Nice,Bordeaux,2,1,H,"2017-04-02 00:00:00",16,Nice,3,Bordeaux,16,1.657894737,0.947368421,3,1.394736842,1.131578947
F1,02/04/17,Nice,Bordeaux,2,1,H,"2017-04-02 00:00:00",16,Nice,3,Bordeaux,16,1.657894737,0.947368421,3,1.394736842,1.131578947
F1,01/10/16,"Paris SG",Bordeaux,2,0,H,"2016-10-01 00:00:00",17,"Paris SG",3,Bordeaux,17,2.184210526,0.710526316,3,1.394736842,1.131578947
F1,01/10/16,"Paris SG",Bordeaux,2,0,H,"2016-10-01 00:00:00",17,"Paris SG",3,Bordeaux,17,2.184210526,0.710526316,3,1.394736842,1.131578947
F1,16/10/16,Rennes,Bordeaux,1,1,D,"2016-10-16 00:00:00",18,Rennes,3,Bordeaux,18,0.947368421,1.105263158,3,1.394736842,1.131578947
F1,16/10/16,Rennes,Bordeaux,1,1,D,"2016-10-16 00:00:00",18,Rennes,3,Bordeaux,18,0.947368421,1.105263158,3,1.394736842,1.131578947
F1,05/05/17,"St Etienne",Bordeaux,2,2,D,"2017-05-05 00:00:00",19,"St Etienne",3,Bordeaux,19,1.078947368,1.105263158,3,1.394736842,1.131578947
F1,05/05/17,"St Etienne",Bordeaux,2,2,D,"2017-05-05 00:00:00",19,"St Etienne",3,Bordeaux,19,1.078947368,1.105263158,3,1.394736842,1.131578947
F1,20/08/16,Toulouse,Bordeaux,4,1,H,"2016-08-20 00:00:00",20,Toulouse,3,Bordeaux,20,0.973684211,1.078947368,3,1.394736842,1.131578947
F1,20/08/16,Toulouse,Bordeaux,4,1,H,"2016-08-20 00:00:00",20,Toulouse,3,Bordeaux,20,0.973684211,1.078947368,3,1.394736842,1.131578947
F1,21/09/16,Angers,Caen,2,1,H,"2016-09-21 00:00:00",1,Angers,4,Caen,1,1.052631579,1.289473684,4,0.947368421,1.710526316
F1,21/09/16,Angers,Caen,2,1,H,"2016-09-21 00:00:00",1,Angers,4,Caen,1,1.052631579,1.289473684,4,0.947368421,1.710526316
F1,28/01/17,Bastia,Caen,1,1,D,"2017-01-28 00:00:00",2,Bastia,4,Caen,2,0.763157895,1.5,4,0.947368421,1.710526316
F1,28/01/17,Bastia,Caen,1,1,D,"2017-01-28 00:00:00",2,Bastia,4,Caen,2,0.763157895,1.5,4,0.947368421,1.710526316
F1,24/09/16,Bordeaux,Caen,0,0,D,"2016-09-24 00:00:00",3,Bordeaux,4,Caen,3,1.394736842,1.131578947,4,0.947368421,1.710526316
F1,24/09/16,Bordeaux,Caen,0,0,D,"2016-09-24 00:00:00",3,Bordeaux,4,Caen,3,1.394736842,1.131578947,4,0.947368421,1.710526316
F1,11/02/17,Dijon,Caen,2,0,H,"2017-02-11 00:00:00",5,Dijon,4,Caen,5,1.210526316,1.526315789,4,0.947368421,1.710526316
F1,11/02/17,Dijon,Caen,2,0,H,"2017-02-11 00:00:00",5,Dijon,4,Caen,5,1.210526316,1.526315789,4,0.947368421,1.710526316
F1,04/02/17,Guingamp,Caen,0,1,A,"2017-02-04 00:00:00",6,Guingamp,4,Caen,6,1.210526316,1.394736842,4,0.947368421,1.710526316
F1,04/02/17,Guingamp,Caen,0,1,A,"2017-02-04 00:00:00",6,Guingamp,4,Caen,6,1.210526316,1.394736842,4,0.947368421,1.710526316
F1,29/11/16,Lille,Caen,4,2,H,"2016-11-29 00:00:00",7,Lille,4,Caen,7,1.052631579,1.236842105,4,0.947368421,1.710526316
F1,29/11/16,Lille,Caen,4,2,H,"2016-11-29 00:00:00",7,Lille,4,Caen,7,1.052631579,1.236842105,4,0.947368421,1.710526316
F1,02/04/17,Lorient,Caen,1,0,H,"2017-04-02 00:00:00",8,Lorient,4,Caen,8,1.157894737,1.842105263,4,0.947368421,1.710526316
F1,02/04/17,Lorient,Caen,1,0,H,"2017-04-02 00:00:00",8,Lorient,4,Caen,8,1.157894737,1.842105263,4,0.947368421,1.710526316
F1,19/08/16,Lyon,Caen,2,0,H,"2016-08-19 00:00:00",9,Lyon,4,Caen,9,2.105263158,1.263157895,4,0.947368421,1.710526316
F1,19/08/16,Lyon,Caen,2,0,H,"2016-08-19 00:00:00",9,Lyon,4,Caen,9,2.105263158,1.263157895,4,0.947368421,1.710526316
F1,20/11/16,Marseille,Caen,1,0,H,"2016-11-20 00:00:00",10,Marseille,4,Caen,10,1.5,1.078947368,4,0.947368421,1.710526316
F1,20/11/16,Marseille,Caen,1,0,H,"2016-11-20 00:00:00",10,Marseille,4,Caen,10,1.5,1.078947368,4,0.947368421,1.710526316
F1,15/04/17,Metz,Caen,2,2,D,"2017-04-15 00:00:00",11,Metz,4,Caen,11,1.026315789,1.894736842,4,0.947368421,1.710526316
F1,15/04/17,Metz,Caen,2,2,D,"2017-04-15 00:00:00",11,Metz,4,Caen,11,1.026315789,1.894736842,4,0.947368421,1.710526316
F1,21/12/16,Monaco,Caen,2,1,H,"2016-12-21 00:00:00",12,Monaco,4,Caen,12,2.815789474,0.815789474,4,0.947368421,1.710526316
F1,21/12/16,Monaco,Caen,2,1,H,"2016-12-21 00:00:00",12,Monaco,4,Caen,12,2.815789474,0.815789474,4,0.947368421,1.710526316
F1,15/10/16,Montpellier,Caen,3,2,H,"2016-10-15 00:00:00",13,Montpellier,4,Caen,13,1.263157895,1.736842105,4,0.947368421,1.710526316
F1,15/10/16,Montpellier,Caen,3,2,H,"2016-10-15 00:00:00",13,Montpellier,4,Caen,13,1.263157895,1.736842105,4,0.947368421,1.710526316
F1,29/10/16,Nancy,Caen,2,0,H,"2016-10-29 00:00:00",14,Nancy,4,Caen,14,0.763157895,1.368421053,4,0.947368421,1.710526316
F1,29/10/16,Nancy,Caen,2,0,H,"2016-10-29 00:00:00",14,Nancy,4,Caen,14,0.763157895,1.368421053,4,0.947368421,1.710526316
F1,18/01/17,Nantes,Caen,1,0,H,"2017-01-18 00:00:00",15,Nantes,4,Caen,15,1.052631579,1.421052632,4,0.947368421,1.710526316
F1,18/01/17,Nantes,Caen,1,0,H,"2017-01-18 00:00:00",15,Nantes,4,Caen,15,1.052631579,1.421052632,4,0.947368421,1.710526316
F1,10/03/17,Nice,Caen,2,2,D,"2017-03-10 00:00:00",16,Nice,4,Caen,16,1.657894737,0.947368421,4,0.947368421,1.710526316
F1,10/03/17,Nice,Caen,2,2,D,"2017-03-10 00:00:00",16,Nice,4,Caen,16,1.657894737,0.947368421,4,0.947368421,1.710526316
F1,20/05/17,"Paris SG",Caen,1,1,D,"2017-05-20 00:00:00",17,"Paris SG",4,Caen,17,2.184210526,0.710526316,4,0.947368421,1.710526316
F1,20/05/17,"Paris SG",Caen,1,1,D,"2017-05-20 00:00:00",17,"Paris SG",4,Caen,17,2.184210526,0.710526316,4,0.947368421,1.710526316
F1,11/09/16,Rennes,Caen,2,0,H,"2016-09-11 00:00:00",18,Rennes,4,Caen,18,0.947368421,1.105263158,4,0.947368421,1.710526316
F1,11/09/16,Rennes,Caen,2,0,H,"2016-09-11 00:00:00",18,Rennes,4,Caen,18,0.947368421,1.105263158,4,0.947368421,1.710526316
F1,26/02/17,"St Etienne",Caen,0,1,A,"2017-02-26 00:00:00",19,"St Etienne",4,Caen,19,1.078947368,1.105263158,4,0.947368421,1.710526316
F1,26/02/17,"St Etienne",Caen,0,1,A,"2017-02-26 00:00:00",19,"St Etienne",4,Caen,19,1.078947368,1.105263158,4,0.947368421,1.710526316
F1,06/05/17,Toulouse,Caen,0,1,A,"2017-05-06 00:00:00",20,Toulouse,4,Caen,20,0.973684211,1.078947368,4,0.947368421,1.710526316
F1,06/05/17,Toulouse,Caen,0,1,A,"2017-05-06 00:00:00",20,Toulouse,4,Caen,20,0.973684211,1.078947368,4,0.947368421,1.710526316
F1,10/09/16,Angers,Dijon,3,1,H,"2016-09-10 00:00:00",1,Angers,5,Dijon,1,1.052631579,1.289473684,5,1.210526316,1.526315789
F1,10/09/16,Angers,Dijon,3,1,H,"2016-09-10 00:00:00",1,Angers,5,Dijon,1,1.052631579,1.289473684,5,1.210526316,1.526315789
F1,29/10/16,Bastia,Dijon,0,0,D,"2016-10-29 00:00:00",2,Bastia,5,Dijon,2,0.763157895,1.5,5,1.210526316,1.526315789
F1,29/10/16,Bastia,Dijon,0,0,D,"2016-10-29 00:00:00",2,Bastia,5,Dijon,2,0.763157895,1.5,5,1.210526316,1.526315789
F1,26/11/16,Bordeaux,Dijon,3,2,H,"2016-11-26 00:00:00",3,Bordeaux,5,Dijon,3,1.394736842,1.131578947,5,1.210526316,1.526315789
F1,26/11/16,Bordeaux,Dijon,3,2,H,"2016-11-26 00:00:00",3,Bordeaux,5,Dijon,3,1.394736842,1.131578947,5,1.210526316,1.526315789
F1,02/12/16,Caen,Dijon,3,3,D,"2016-12-02 00:00:00",4,Caen,5,Dijon,4,0.947368421,1.710526316,5,1.210526316,1.526315789
F1,02/12/16,Caen,Dijon,3,3,D,"2016-12-02 00:00:00",4,Caen,5,Dijon,4,0.947368421,1.710526316,5,1.210526316,1.526315789
F1,06/05/17,Guingamp,Dijon,4,0,H,"2017-05-06 00:00:00",6,Guingamp,5,Dijon,6,1.210526316,1.394736842,5,1.210526316,1.526315789
F1,06/05/17,Guingamp,Dijon,4,0,H,"2017-05-06 00:00:00",6,Guingamp,5,Dijon,6,1.210526316,1.394736842,5,1.210526316,1.526315789
F1,20/08/16,Lille,Dijon,1,0,H,"2016-08-20 00:00:00",7,Lille,5,Dijon,7,1.052631579,1.236842105,5,1.210526316,1.526315789
F1,20/08/16,Lille,Dijon,1,0,H,"2016-08-20 00:00:00",7,Lille,5,Dijon,7,1.052631579,1.236842105,5,1.210526316,1.526315789
F1,28/01/17,Lorient,Dijon,2,3,A,"2017-01-28 00:00:00",8,Lorient,5,Dijon,8,1.157894737,1.842105263,5,1.210526316,1.526315789
F1,28/01/17,Lorient,Dijon,2,3,A,"2017-01-28 00:00:00",8,Lorient,5,Dijon,8,1.157894737,1.842105263,5,1.210526316,1.526315789
F1,19/02/17,Lyon,Dijon,4,2,H,"2017-02-19 00:00:00",9,Lyon,5,Dijon,9,2.105263158,1.263157895,5,1.210526316,1.526315789
F1,19/02/17,Lyon,Dijon,4,2,H,"2017-02-19 00:00:00",9,Lyon,5,Dijon,9,2.105263158,1.263157895,5,1.210526316,1.526315789
F1,01/04/17,Marseille,Dijon,1,1,D,"2017-04-01 00:00:00",10,Marseille,5,Dijon,10,1.5,1.078947368,5,1.210526316,1.526315789
